task_idx,E_Ricci,Q_Ricci_raw,Q_Ricci_shifted,Q_Ricci_affine,H1_cycle_rank
0,-4.765195024952442,-0.001973829804614788,-0.001973829804614788,-4.162545756682501,15.09090909090909
1,-5.620232046480247,-0.0024145769060669687,-0.0024145769060669687,-5.093118529682838,17.81818181818182
2,-6.487442284528692,-0.0030264682173198124,-0.0030264682173198124,-6.385037166042035,20.545454545454547
3,-7.224875796503655,-0.0031495237886111083,-0.0031495237886111083,-6.644850931878237,22.90909090909091
4,-7.988554358727757,-0.0037290643255716432,-0.0037290643255716432,-7.86846565961793,25.272727272727273
5,-8.664244812855392,-0.003787132288553318,-0.003787132288553318,-7.99106763511884,27.454545454545457
6,-8.65293591882126,-0.0034044153055062926,-0.0034044153055062926,-7.183016934354259,27.363636363636367
7,-8.65198711249778,-0.0036150991695757893,-0.0036150991695757893,-7.627844970585482,27.272727272727277
8,-8.369433828052044,-0.004224826395658606,-0.004224826395658606,-8.915194458943375,26.54545454545455
9,-8.252467498327897,-0.00433899181987021,-0.00433899181987021,-9.156237984900354,26.272727272727277
10,-7.897526076728232,-0.004195397089390017,-0.004195397089390017,-8.85305880098532,25.363636363636367
11,-7.687138713647942,-0.0039263042056935735,-0.0039263042056935735,-8.284908698237055,24.818181818181824
12,-7.661752519135784,-0.0035700793606655385,-0.0035700793606655385,-7.532792256047999,24.72727272727273
13,-7.323311070137237,-0.0031473383481857432,-0.0031473383481857432,-6.640236695391693,23.818181818181817
14,-7.205476246374906,-0.0034450244040091713,-0.0034450244040091713,-7.268757081659499,23.545454545454543
15,-7.105343375937846,-0.003142615248930056,-0.003142615248930056,-6.630264564986208,23.36363636363636
16,-6.9793196337199825,-0.0031404121387126355,-0.0031404121387126355,-6.62561302132887,23.09090909090909
17,-6.983578289693877,-0.0034335252430982535,-0.0034335252430982535,-7.244478292256704,23.090909090909093
18,-7.045301866348101,-0.0034608740062346496,-0.0034608740062346496,-7.302221188956676,23.272727272727277
19,-7.0848917433874465,-0.003683196781222798,-0.003683196781222798,-7.771623076207198,23.363636363636363
20,-6.966006132531353,-0.0035223359237160703,-0.0035223359237160703,-7.431989000919947,23.0
21,-6.9099841781806095,-0.003489166117611784,-0.003489166117611784,-7.361955826919147,22.81818181818182
22,-6.907503755112964,-0.003156110038866833,-0.003156110038866833,-6.658756831982742,22.81818181818182
23,-6.956274544939473,-0.0033049535902664774,-0.0033049535902664774,-6.973018130384526,22.81818181818182
24,-7.006312705861668,-0.003408209886972956,-0.003408209886972956,-7.191028635817919,23.0
25,-6.386714017649037,-0.0029874682598582314,-0.0029874682598582314,-6.3026944837139105,20.909090909090907
26,-5.723168325861996,-0.0027103368779768117,-0.0027103368779768117,-5.717572272647509,18.727272727272727
27,-5.173501613952222,-0.0026544720252125575,-0.0026544720252125575,-5.599621840803937,16.81818181818182
28,-4.448776565290064,-0.00235732038589046,-0.00235732038589046,-4.9722297964899225,14.545454545454545
29,-3.70521990198911,-0.0021072625656974263,-0.0021072625656974263,-4.444269434684349,12.181818181818182
