task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-31 10:25:49.904000+00:00,2026-01-31 10:25:51.218000+00:00,2026-01-31 10:25:50.561000+00:00,0.21,0.08,0.36,0.35,1.825047474542798,-1.918719488911357,0.9252334968717102,,
1,2026-01-31 10:25:57.404000+00:00,2026-01-31 10:25:57.949000+00:00,2026-01-31 10:25:57.676500+00:00,0.24,0.07,0.39,0.3,1.813576301020519,-0.0823796875693701,0.582702706152228,,
2,2026-01-31 10:26:01.791000+00:00,2026-01-31 10:26:02.412000+00:00,2026-01-31 10:26:02.101500+00:00,0.24,0.02,0.39,0.35,1.6669092683185402,-2.7228702160326583,1.6036479505542613,-4.476830329805275,7.179259783371387
3,2026-01-31 10:26:09.209000+00:00,2026-01-31 10:26:09.979000+00:00,2026-01-31 10:26:09.594000+00:00,0.18,0.08,0.44,0.3,1.779052598634065,2.485592682211026,2.297970775418499,1.5657681195273863,3.598089379755913
4,2026-01-31 10:26:14.623000+00:00,2026-01-31 10:26:15.161000+00:00,2026-01-31 10:26:14.892000+00:00,0.26,0.0,0.51,0.23,1.4883856887998526,2.0418130786169773,4.4564662280934595,0.6309428053418533,2.811775303864515
5,2026-01-31 10:26:22.603000+00:00,2026-01-31 10:26:23.114000+00:00,2026-01-31 10:26:22.858500+00:00,0.15,0.08,0.4,0.37,1.7615536171978814,3.079446574482988,3.1230030010375667,1.4814130994600596,4.62645755539013
6,2026-01-31 10:26:27.765000+00:00,2026-01-31 10:26:29.335000+00:00,2026-01-31 10:26:28.550000+00:00,0.21,0.1,0.4,0.29,1.8516909949617826,1.1710024873085225,0.8797544272138355,-2.946077583040477,2.591824796595296
7,2026-01-31 10:26:34.866000+00:00,2026-01-31 10:26:35.378000+00:00,2026-01-31 10:26:35.122000+00:00,0.21,0.05,0.4,0.34,1.7468645222692212,-2.941308559090531,1.5664349937679931,4.079318347954999,6.389987010956548
8,2026-01-31 10:26:39.469000+00:00,2026-01-31 10:26:40.022000+00:00,2026-01-31 10:26:39.745500+00:00,0.22,0.07,0.42,0.29,1.7926785829782994,2.030587359108384,0.8230297740659553,-3.4821636497612056,2.8659243619236476
9,2026-01-31 10:26:45.303000+00:00,2026-01-31 10:26:46.067000+00:00,2026-01-31 10:26:45.685000+00:00,0.25,0.06,0.41,0.28,1.7851386922202717,0.680898498026513,0.744417322970057,-0.03839947210119776,0.02858523222503703
10,2026-01-31 10:26:51.124000+00:00,2026-01-31 10:26:51.661000+00:00,2026-01-31 10:26:51.392500+00:00,0.24,0.09,0.42,0.25,1.8324345744625332,0.8793551741317897,1.9057647521081147,1.5481455371871462,2.9504011959047456
11,2026-01-31 10:26:54.965000+00:00,2026-01-31 10:26:55.498000+00:00,2026-01-31 10:26:55.231500+00:00,0.25,0.07,0.49,0.19,1.7280632466186272,1.4179278644354818,3.7874866216403014,0.34011601419841675,1.2881848535821263
12,2026-01-31 10:27:04.164000+00:00,2026-01-31 10:27:04.897000+00:00,2026-01-31 10:27:04.530500+00:00,0.22,0.07,0.4,0.31,1.8016942949574366,2.8183922860024695,0.33023846528327017,0.8618917312632952,0.28462980257273135
13,2026-01-31 10:27:13.449000+00:00,2026-01-31 10:27:13.986000+00:00,2026-01-31 10:27:13.717500+00:00,0.24,0.04,0.33,0.39,1.7375082648597915,-1.8250598138556142,2.19177222115251,0.23926878575451482,0.524422678005637
14,2026-01-31 10:27:25.663000+00:00,2026-01-31 10:27:26.470000+00:00,2026-01-31 10:27:26.066500+00:00,0.28,0.05,0.36,0.31,1.784726550117247,-0.5316753871149025,1.835801291672483,-0.34634878058079055,0.6358275387594047
15,2026-01-31 10:27:32.024000+00:00,2026-01-31 10:27:32.577000+00:00,2026-01-31 10:27:32.300500+00:00,0.24,0.02,0.38,0.36,1.6680797339777527,-2.5735191760088716,1.7231216579663788,-3.3352282156346806,5.7470039726206785
16,2026-01-31 10:27:38.530000+00:00,2026-01-31 10:27:39.057000+00:00,2026-01-31 10:27:38.793500+00:00,0.21,0.09,0.38,0.32,1.8419638257542117,-1.2106552205841667,0.07929226368076767,3.4047077443186735,0.269966984218468
17,2026-01-31 10:27:45.066000+00:00,2026-01-31 10:27:45.846000+00:00,2026-01-31 10:27:45.456000+00:00,0.27,0.04,0.36,0.33,1.7542135042856555,-0.9989105805826723,1.3846387732682672,-1.1511193154232102,1.5938844367930014
