task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
18,2026-01-31 10:27:50.823000+00:00,2026-01-31 10:27:51.870000+00:00,2026-01-31 10:27:51.346500+00:00,0.31,0.05,0.35,0.29,1.7878953842948517,-0.2883131154890046,2.9834295322129614,0.4988528250921731,1.4882922506078562
19,2026-01-31 10:27:56.423000+00:00,2026-01-31 10:27:56.934000+00:00,2026-01-31 10:27:56.678500+00:00,0.22,0.05,0.39,0.34,1.7556405975511575,-2.6653473876181235,1.2071589018298825,-3.0876317372227864,3.727262137160951
20,2026-01-31 10:28:05.565000+00:00,2026-01-31 10:28:06.409000+00:00,2026-01-31 10:28:05.987000+00:00,0.18,0.06,0.35,0.41,1.7463265616500347,-2.5929686247790933,2.8875468351947555,2.449413034968149,7.07279485720706
21,2026-01-31 10:28:14.203000+00:00,2026-01-31 10:28:14.748000+00:00,2026-01-31 10:28:14.475500+00:00,0.23,0.06,0.4,0.31,1.7837670956655218,-3.026561382799784,0.25906064478218954,-0.5059715208597209,0.13107730843534435
22,2026-01-31 10:28:20.604000+00:00,2026-01-31 10:28:21.139000+00:00,2026-01-31 10:28:20.871500+00:00,0.31,0.08,0.35,0.26,1.8506919509087598,-0.043584233423607135,3.990206464901687,3.416569907396868,13.63281933228354
23,2026-01-31 10:28:29.044000+00:00,2026-01-31 10:28:29.799000+00:00,2026-01-31 10:28:29.421500+00:00,0.31,0.07,0.34,0.28,1.8357437448110927,-0.19862814501743178,3.7160871137959584,-3.1380210609700017,11.661159627490944
24,2026-01-31 10:28:38.893000+00:00,2026-01-31 10:28:39.453000+00:00,2026-01-31 10:28:39.173000+00:00,0.26,0.07,0.39,0.28,1.817860774983306,0.10668674213336266,1.4443339673249094,0.4603587987446191,0.6649118501837452
25,2026-01-31 10:29:05.764000+00:00,2026-01-31 10:29:06.514000+00:00,2026-01-31 10:29:06.139000+00:00,0.32,0.04,0.32,0.32,1.7638561897772447,-0.5250748769534886,3.369099691640516,-0.9370765062376457,3.157104168208824
26,2026-01-31 10:29:16.106000+00:00,2026-01-31 10:29:16.662000+00:00,2026-01-31 10:29:16.384000+00:00,0.2,0.03,0.43,0.34,1.6688904852320792,3.023857811551758,2.8939663400116586,-2.1024909995874888,6.084538182983659
27,2026-01-31 10:29:25.308000+00:00,2026-01-31 10:29:26.180000+00:00,2026-01-31 10:29:25.744000+00:00,0.24,0.06,0.4,0.3,1.7875290229229037,0.28121042161894133,0.18409488922197292,-0.008394771258476763,0.0015454344848730818
28,2026-01-31 10:29:33.010000+00:00,2026-01-31 10:29:33.524000+00:00,2026-01-31 10:29:33.267000+00:00,0.21,0.14,0.3,0.35,1.9211236072904816,-0.3677388410968439,1.9992255680705617,2.0936981272170314,4.1857748277537405
29,2026-01-31 10:29:41.702000+00:00,2026-01-31 10:29:42.555000+00:00,2026-01-31 10:29:42.128500+00:00,0.18,0.05,0.41,0.36,1.7194039623607722,-3.1095309292492006,2.912225144714115,-2.0928428254365716,6.094829500170918
