task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-02-01 06:51:15.100000+00:00,2026-02-01 06:51:15.957000+00:00,2026-02-01 06:51:15.528500+00:00,0.45,0.17,0.28,0.1,1.799401425750617,1.9916637429332706,1.6708633630904421,,
1,2026-02-01 06:51:21.175000+00:00,2026-02-01 06:51:21.748000+00:00,2026-02-01 06:51:21.461500+00:00,0.53,0.19,0.14,0.14,1.734892743127864,0.11554336487162152,3.162376559300057,,
2,2026-02-01 06:51:29.076000+00:00,2026-02-01 06:51:29.766000+00:00,2026-02-01 06:51:29.421000+00:00,0.48,0.2,0.23,0.09,1.7729760704300594,0.9774248110013807,2.6352642838161255,2.738001824191408,7.215358416315016
3,2026-02-01 06:51:34.055000+00:00,2026-02-01 06:51:34.692000+00:00,2026-02-01 06:51:34.373500+00:00,0.41,0.24,0.23,0.12,1.8762541177296008,1.7680143070721261,1.065560137298572,-0.07129195005901369,0.07596586009316555
4,2026-02-01 06:51:40.176000+00:00,2026-02-01 06:51:40.715000+00:00,2026-02-01 06:51:40.445500+00:00,0.54,0.2,0.17,0.09,1.691669386489088,0.599551537039122,4.656963136467414,-1.9590522661037495,9.123234185658113
5,2026-02-01 06:51:45.379000+00:00,2026-02-01 06:51:46.076000+00:00,2026-02-01 06:51:45.727500+00:00,0.45,0.15,0.26,0.14,1.8313446912816882,-2.755424689751314,1.3276873801802,4.096671850422155,5.439099516544963
6,2026-02-01 06:51:49.696000+00:00,2026-02-01 06:51:50.322000+00:00,2026-02-01 06:51:50.009000+00:00,0.47,0.18,0.24,0.11,1.8016844510050385,1.0939969279866415,1.119459527708335,-5.36197276983078,6.002511504499718
7,2026-02-01 06:51:53.155000+00:00,2026-02-01 06:51:53.697000+00:00,2026-02-01 06:51:53.426000+00:00,0.51,0.18,0.23,0.08,1.7199135152188625,0.918518528504429,3.387223748988083,2.258285289959418,7.649317566140981
8,2026-02-01 06:51:58.396000+00:00,2026-02-01 06:51:58.930000+00:00,2026-02-01 06:51:58.663000+00:00,0.42,0.21,0.21,0.16,1.8943095546413873,-2.1385776265222862,1.2073688168361982,-2.881617755544503,3.4791754200859475
9,2026-02-01 06:52:01.516000+00:00,2026-02-01 06:52:02.254000+00:00,2026-02-01 06:52:01.885000+00:00,0.48,0.14,0.24,0.14,1.7966238110809674,-2.117968084242116,0.5759641062267443,3.077705697306886,1.7726480111783194
10,2026-02-01 06:52:07.497000+00:00,2026-02-01 06:52:08.120000+00:00,2026-02-01 06:52:07.808500+00:00,0.43,0.17,0.21,0.19,1.8862007759033206,-2.112957116782994,2.8659110159286425,-0.01559857482104876,0.044704127412430794
11,2026-02-01 06:52:10.876000+00:00,2026-02-01 06:52:11.445000+00:00,2026-02-01 06:52:11.160500+00:00,0.44,0.14,0.25,0.17,1.8528438580311763,-2.4100839727621177,2.6562508456750074,-0.30213782343824525,0.802553849018245
12,2026-02-01 06:52:16.555000+00:00,2026-02-01 06:52:17.067000+00:00,2026-02-01 06:52:16.811000+00:00,0.44,0.13,0.3,0.13,1.8075247721766525,3.092123790431322,2.3627557162211104,-0.4838506880070228,1.14322097888611
13,2026-02-01 06:52:22.295000+00:00,2026-02-01 06:52:22.950000+00:00,2026-02-01 06:52:22.622500+00:00,0.42,0.2,0.29,0.09,1.82058951451492,2.0100435782099506,2.5287579656286967,-0.30110266823522513,0.7614157707718803
14,2026-02-01 06:52:26.915000+00:00,2026-02-01 06:52:27.537000+00:00,2026-02-01 06:52:27.226000+00:00,0.48,0.21,0.18,0.13,1.8090438670285633,0.24070131273959866,1.8615769016816353,-0.6872620532489808,1.2793911637305968
15,2026-02-01 06:52:32.496000+00:00,2026-02-01 06:52:33.019000+00:00,2026-02-01 06:52:32.757500+00:00,0.39,0.21,0.22,0.18,1.9285012092756408,-2.4018034643703885,2.6268276444677783,-0.8731625116396344,2.29364742368791
16,2026-02-01 06:52:36.157000+00:00,2026-02-01 06:52:36.706000+00:00,2026-02-01 06:52:36.431500+00:00,0.46,0.16,0.25,0.13,1.820996479187899,-3.0549202487918747,0.4974332799426626,1.9893879926885,0.9895877942815903
17,2026-02-01 06:52:40.440000+00:00,2026-02-01 06:52:41.113000+00:00,2026-02-01 06:52:40.776500+00:00,0.44,0.2,0.21,0.15,1.8689004104730433,-1.7147240374077337,0.7038922691026935,1.9933129958056277,1.403077607649511
18,2026-02-01 06:52:45.396000+00:00,2026-02-01 06:52:46.039000+00:00,2026-02-01 06:52:45.717500+00:00,0.46,0.21,0.19,0.14,1.8404951145638555,-0.09193149883203929,1.009085485702495,0.2825963271915537,0.28516385208183015
19,2026-02-01 06:52:50.598000+00:00,2026-02-01 06:52:51.168000+00:00,2026-02-01 06:52:50.883000+00:00,0.42,0.18,0.23,0.17,1.8932084390431878,-2.319367045598519,2.2783251905261577,-3.8502280853421738,8.772071636106372
