t,valid,kappa,MQ,a,kL,kS,mL,g,h,MRS_old,MRS_valley,MRS_gmm,MRS_h
0.0,0,,-0.3822741827106931,,0.4484980444253515,-0.0251220882222801,0.3335740366077839,0.005133234947079306,,0,0,0,0
1.0,0,,-0.3822741827106931,,0.4549953060866967,-0.0179058176989488,0.7964359700891672,0.0025718287364347855,,0,0,0,0
2.0,1,2.58732255077643,-0.3822741827106931,0.8207638398898903,0.4972748803460087,-0.0097639589177634,0.7964359700891672,-0.0006447860502217769,0.14890949042308377,1,0,1,1
3.0,1,1.8085351220275292,-0.3822741827106931,0.7726404877809323,0.4484980444253515,-0.0024158322226659,0.7964359700891672,-0.0028248394167519155,0.11536275976269247,1,0,1,1
4.0,1,0.5395544546053208,-0.3822741827106931,0.7464671071162455,0.3541209575791795,0.001885255114962,0.7964359700891672,-0.0035534552686631465,0.09930992823856041,1,0,1,1
5.0,1,2.843227961950096,-0.3822741827106931,0.8482670463844154,0.3202741846359286,-0.0009744127428462,0.7964359700891672,-0.0022656973177405814,0.16715221002622188,1,0,1,1
6.0,1,2.916128663479121,-0.3822741827106931,0.7598874983710668,0.2582316265217216,0.0101581616918386,0.7964359700891672,-0.005667120465153267,0.10490497383904299,1,0,1,1
7.0,1,0.11960380739507,-0.3822741827106931,0.5510953282570938,0.2431945123713292,0.0232835936270278,0.7964359700891672,-0.010160715886228746,0.012492729750768372,1,0,1,1
8.0,1,0.0683548852585533,-0.3822741827106931,0.5310127308757182,0.2431945123713292,0.0185541556646657,0.7964359700891672,-0.008496495095884557,0.008929885422609411,1,0,1,1
9.0,1,0.0193721759554461,-0.3822741827106931,0.5044887203659211,0.2431945123713292,0.0127138965132012,0.7964359700891672,-0.006441392401184918,0.0048294684425093035,0,0,1,1
10.0,1,0.0680284987076938,-0.3822741827106931,0.4857886204718104,0.2582316265217216,0.0088296987449681,0.7964359700891672,-0.0051996535752229485,0.0022221320653933035,0,0,1,1
11.0,1,0.1000019704699426,-0.3822741827106931,0.4694356152498329,0.319708226848701,0.0077780781327159,0.7964359700891672,-0.005340865507042352,-0.00096589362557057,0,0,1,0
12.0,1,0.0399525700292163,-0.3822741827106931,0.4523113576790018,0.373741279090277,0.0056649499760644,0.7964359700891672,-0.005046645010131853,-0.003554409721418135,0,0,1,0
13.0,1,0.0944955001191182,-0.3822741827106931,0.427253904825348,0.4081540098207555,0.003753784891915,0.7964359700891672,-0.00466032258934905,-0.006842461139400617,0,0,0,0
14.0,1,0.2502221206490906,-0.3822741827106931,0.395556142706482,0.4081540098207555,-0.0027538752729488,0.7964359700891672,-0.002370371134429884,-0.008325629922268069,0,0,0,0
15.0,1,0.6117048672135484,1.049422255926261,0.4355403921661085,0.4081540098207555,-0.0070166276286469,0.7964359700891672,-0.0008703702567572462,-0.0019071058017339007,0,0,1,0
16.0,1,0.7603354420151959,1.049422255926261,0.437280834625489,0.4081540098207555,0.0066462702410417,0.5434496842520735,-0.005695597533523791,-0.006483105948235222,0,0,1,0
17.0,1,0.0166867755302085,1.049422255926261,0.587479042187373,0.4081540098207555,0.0224236013238705,0.5434496842520735,-0.01124741206479493,0.022184250146297047,1,0,1,1
