t,valid,kappa,MQ,a,kL,kS,mL,g,h,MRS_old,MRS_valley,MRS_gmm,MRS_h
0.0,0,,0.9603356536678388,,0.526299678500012,0.0222648093243367,-0.1829818263346548,-0.012224188111454582,,0,0,0,0
1.0,0,,0.9603356536678388,,0.5274284140358394,0.0289754761140208,-0.1829818263346548,-0.014594961640102152,,0,0,0,0
2.0,1,0.2857309217290695,0.9603356536678388,0.4231583829873758,0.538272962872613,0.0244804495035265,-0.1829818263346548,-0.013103414067907361,-0.015826784354304874,0,0,0,0
3.0,1,1.857922728496843,0.9603356536678388,0.4182672732728695,0.538272962872613,0.0175297086934192,-0.1829818263346548,-0.010657548944708453,-0.01400601963300269,0,0,0,0
4.0,1,0.9374353395142634,0.9603356536678388,0.3792680736505509,0.526299678500012,0.0217249849445666,-0.1829818263346548,-0.012034231722746746,-0.01956996448955856,0,0,0,0
5.0,1,0.4338953016319273,0.9603356536678388,0.413112665640054,0.4795331222980559,0.0185688103951088,-0.1829818263346548,-0.010534691689644394,-0.014517160479064772,0,0,0,0
6.0,1,0.144961693149745,0.9603356536678388,0.4248825202490262,0.4440129487019805,0.01243797572572,-0.1829818263346548,-0.008081940852071796,-0.010579451624271877,0,0,0,0
7.0,1,0.2148819437288391,0.9603356536678388,0.4258018664598016,0.4440129487019805,0.0047811652753705,-0.1829818263346548,-0.005387620038350405,-0.007763516959068427,0,0,0,0
8.0,1,0.9590235212743944,0.9603356536678388,0.4192092825406856,0.4752484651414418,-0.0007913411863936,-0.1829818263346548,-0.003686501679350643,-0.006916369151405859,0,0,0,0
9.0,1,1.2133492001516395,0.9603356536678388,0.4528522627698515,0.3940904708792379,-0.0036336110669005,-0.1829818263346548,-0.0020114083148079906,-0.0004328188750789483,0,0,1,0
10.0,1,0.5966674938233295,0.9603356536678388,0.4928283078921445,0.3593807035152476,-0.003193978194506,-0.1829818263346548,-0.0018774495755200424,0.006946892198596136,0,0,1,1
11.0,1,0.0107790053452938,0.9603356536678388,0.5034262430687015,0.3349024979352424,-0.0063730505411212,-0.1829818263346548,-0.0005552102568168388,0.010486282351234506,0,0,1,1
12.0,1,0.3559064525907187,0.9603356536678388,0.4638274144926696,0.3593807035152476,-0.0086376717307501,-0.1829818263346548,3.8107416955014514e-05,0.003434849577342712,0,0,1,1
13.0,1,0.7530955557807184,0.9603356536678388,0.4726165168868278,0.3383767488597713,-0.0149737238693576,-0.1829818263346548,0.0024423490992347475,0.007387152457754016,0,0,1,1
14.0,1,0.2058873803778742,0.9603356536678388,0.495684629371516,0.308207509108895,-0.0187110622468749,-0.1829818263346548,0.004008362889284584,0.0134176805993384,0,0,1,1
15.0,1,0.6589148043880829,-1.3262993063371489,0.4946149637899698,0.308207509108895,-0.0245351112860277,-0.0780396137066401,0.006065000479360131,0.015254169064179549,0,0,1,1
16.0,1,0.1712589882827728,-1.3262993063371489,0.4842075880737719,0.308207509108895,-0.0235804392131557,0.7202067962014764,0.005784128877701643,0.012898521401180942,0,0,1,1
17.0,1,2.3567983742364924,-1.3262993063371489,0.4790003558090597,0.3383767488597713,-0.0243438287894973,0.7202067962014764,0.005801856135130161,0.011923365906442263,0,0,1,1
18.0,1,1.031580772910908,-1.3262993063371489,0.445918509901835,0.308207509108895,-0.0170230083638675,0.7202067962014764,0.003476663839048444,0.0039711399536348745,0,0,0,1
19.0,1,0.302516474938024,-1.3262993063371489,0.4357075973075529,0.2884080166280566,-0.018138287420055,0.7202067962014764,0.004033774260938607,0.00302085079425711,0,0,0,1
20.0,1,0.5274284140358394,-1.3262993063371489,0.4657629909802473,0.2857927078194011,-0.0221305470860409,0.7202067962014764,0.005460342544318816,0.009190910950730973,0,0,1,1
21.0,1,0.2585701369362572,-1.3262993063371489,0.4816908347415468,0.2684284728335799,-0.0258923779215696,0.7202067962014764,0.006928483748678948,0.013559265564171846,0,0,1,1
22.0,1,0.5491175117093865,-1.3262993063371489,0.5191355026272788,0.2684284728335799,-0.0306444995594554,0.7202067962014764,0.008600686596237628,0.023167520937369405,0,0,1,1
23.0,1,0.0993843898171848,-1.3262993063371489,0.5360813772824177,0.2527356719777436,-0.0343600157210053,0.7202067962014764,0.010038630076220426,0.028737298871114085,0,0,1,1
24.0,1,0.2055317396301053,-1.3262993063371489,0.5995789393492926,0.2684284728335799,-0.0376692875663319,0.7202067962014764,0.0110726078566162,0.04847764476648458,1,0,1,1
25.0,1,0.2281056080098666,-1.3262993063371489,0.6615132830048552,0.2843662081433445,-0.0421001433643885,0.7202067962014764,0.012499217837198054,0.07347534089537153,1,0,1,1
26.0,1,2.5437717736402905,-1.3262993063371489,0.7265893402298033,0.2843662081433445,-0.0479479481833806,0.7202067962014764,0.01455697574312499,0.10656624905990061,1,0,1,1
27.0,1,2.603000844120774,-1.3262993063371489,0.6642797108762444,0.2684284728335799,-0.0369296503877175,0.7202067962014764,0.010812340235017707,0.07297276324936702,1,0,1,1
28.0,1,0.5251709429641845,-1.3262993063371489,0.5752902980361685,0.2684284728335799,-0.0214181421394522,0.7202067962014764,0.005354064913130309,0.034982181626841316,1,0,1,1
29.0,1,1.924740782479116,-1.3262993063371489,0.6349320991314666,0.2684284728335799,-0.0189941539139043,0.7202067962014764,0.0045010985284118284,0.054681301419810056,1,0,1,1
30.0,1,2.080008851696147,1.1702200789238684,0.4976637120094884,0.2684284728335799,-0.0058016355997378,0.7202067962014764,-0.00014115778833386712,0.009678901659075888,0,0,1,1
31.0,1,0.5667111876833673,1.1702200789238684,0.4680744383938716,0.2684284728335799,0.0093567869303931,0.7202067962014764,-0.005475187354685571,-0.0013407333836818816,0,0,1,0
32.0,1,0.3138985432797661,1.1702200789238684,0.5274370685312372,0.2684284728335799,0.02732568824691,0.7202067962014764,-0.011798183742115703,0.00474946336620468,0,0,1,1
33.0,1,0.3628549544397765,1.1702200789238684,0.4903822112447009,0.2684284728335799,0.0254917750537202,0.7202067962014764,-0.01115285622369137,-0.0028221597996187023,0,0,1,0
34.0,1,0.1042412358751485,1.1702200789238684,0.5556647356319908,0.2684284728335799,0.0376503643458066,0.7202067962014764,-0.015431287877130447,0.00848184357873099,1,0,1,1
35.0,1,0.1239741920125402,1.1702200789238684,0.6072832059151988,0.2843662081433445,0.0498389814518458,0.7202067962014764,-0.01985282995006326,0.020186565222662586,1,0,1,1
36.0,1,0.174934140574277,1.1702200789238684,0.6107274981097175,0.2958593576446565,0.048344411970401,0.7202067962014764,-0.0194224938305784,0.021821246333584732,1,0,1,1
37.0,1,0.4253259873186992,1.1702200789238684,0.6446759492583939,0.3023822636037231,0.0536833290982319,0.7202067962014764,-0.021355428404960127,0.0326607598268384,1,0,1,1
38.0,1,0.0675643533883207,1.1702200789238684,0.6024869574861783,0.2958593576446565,0.0488289663110217,0.7202067962014764,-0.01959300149219275,0.018796762883617424,1,0,1,1
39.0,1,0.2429139566064166,1.1702200789238684,0.6110522089598329,0.3023822636037231,0.0468433277218584,0.7202067962014764,-0.018948530886241367,0.022409602784005084,1,0,1,1
40.0,1,0.2742995583180891,1.1702200789238684,0.5780625593868907,0.3023822636037231,0.0406790707125681,0.7202067962014764,-0.016779418033186385,0.013696460098295199,1,0,1,1
41.0,1,1.0201018073685126,1.1702200789238684,0.543311025572935,0.3023822636037231,0.0343123981975387,0.7202067962014764,-0.014539078092342134,0.006028929565636741,0,0,1,1
42.0,1,0.0897091392229763,1.1702200789238684,0.5127025303134025,0.2958593576446565,0.031814344573072,0.7202067962014764,-0.013605802281317449,-0.0005175467242925016,0,0,1,0
43.0,1,0.0495698816531482,1.1702200789238684,0.515851419246225,0.3023822636037231,0.0359937660276384,0.7202067962014764,-0.015130727104621447,-0.001324823668886435,0,0,1,0
44.0,1,0.2625573873490707,1.1702200789238684,0.5309546779841219,0.4290523893376577,0.0413177145118306,0.7202067962014764,-0.01805758288076245,-0.0006455928925693452,0,0,1,0
45.0,1,0.8328967414241424,0.2701935134790844,0.5341307290986724,0.4290523893376577,0.0322291238577458,1.2231932861045616,-0.014824742911251024,0.0033805762163326702,0,0,1,1
46.0,1,1.099883191773166,0.2701935134790844,0.4893175008950989,0.4290523893376577,0.0400904318817217,1.3051468871809564,-0.017585370236128252,-0.009467442912065423,0,0,1,0
47.0,1,0.0807125504378816,0.2701935134790844,0.4976078206622777,0.4290523893376577,0.0462671112663019,1.3051468871809564,-0.01975885434331268,-0.009950455796965602,0,0,1,0
