task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
14,2026-01-03 10:02:19.926000+00:00,2026-01-03 10:02:20.729000+00:00,2026-01-03 10:02:20.327500+00:00,0.12,0.16,0.28,0.44,1.8254513993130679,0.15705898457126494,0.5381593460812641,1.4601523323204972,0.7857946243406315
15,2026-01-03 10:02:28.262000+00:00,2026-01-03 10:02:28.752000+00:00,2026-01-03 10:02:28.507000+00:00,0.16,0.15,0.29,0.4,1.880236873892474,-0.13738356288745934,2.469755128349532,0.2682152937677573,0.6624260972846949
16,2026-01-03 10:02:36.058000+00:00,2026-01-03 10:02:36.751000+00:00,2026-01-03 10:02:36.404500+00:00,0.11,0.08,0.35,0.46,1.687231156010372,3.0935174122166895,2.6802167777911885,-2.757841784616714,7.391613821623309
17,2026-01-03 10:02:44.004000+00:00,2026-01-03 10:02:44.519000+00:00,2026-01-03 10:02:44.261500+00:00,0.1,0.1,0.46,0.34,1.708894704988396,2.1619329810350725,3.997712797530745,2.12069990089382,8.477949133525406
18,2026-01-03 10:02:46.143000+00:00,2026-01-03 10:02:46.637000+00:00,2026-01-03 10:02:46.390000+00:00,0.18,0.13,0.3,0.39,1.8788384821189315,-0.2330478384252729,2.939321029080493,-1.4633963882787286,4.301391777948109
19,2026-01-03 10:02:55.167000+00:00,2026-01-03 10:02:56.071000+00:00,2026-01-03 10:02:55.619000+00:00,0.11,0.16,0.22,0.51,1.7493068312209408,-2.3125362236408784,0.6530977585824694,0.31549243424473983,0.2060474016549667
20,2026-01-03 10:03:06.123000+00:00,2026-01-03 10:03:06.660000+00:00,2026-01-03 10:03:06.391500+00:00,0.15,0.08,0.28,0.49,1.72055539864323,-2.030570106010502,1.7340188191883632,2.361454502845982,4.094806548592032
21,2026-01-03 10:03:15.983000+00:00,2026-01-03 10:03:16.621000+00:00,2026-01-03 10:03:16.302000+00:00,0.08,0.18,0.26,0.48,1.7503733624543882,2.463478703587169,1.5624243080393438,-2.0711026152122916,3.23594107045154
22,2026-01-03 10:03:24.227000+00:00,2026-01-03 10:03:24.731000+00:00,2026-01-03 10:03:24.479000+00:00,0.11,0.08,0.37,0.44,1.6936710542441724,2.937320851683799,2.65477874370569,2.262978645678546,6.007707606007294
23,2026-01-03 10:03:32.303000+00:00,2026-01-03 10:03:33.087000+00:00,2026-01-03 10:03:32.695000+00:00,0.16,0.12,0.26,0.46,1.8107078631867999,-0.8694117315251497,1.8712474324496806,2.0026105758740065,3.747379898300811
24,2026-01-03 10:03:39.122000+00:00,2026-01-03 10:03:39.621000+00:00,2026-01-03 10:03:39.371500+00:00,0.16,0.15,0.29,0.4,1.880236873892474,-0.13738356288745934,2.469755128349532,-1.744424555332947,4.308301491552398
25,2026-01-03 10:03:44.003000+00:00,2026-01-03 10:03:48.206000+00:00,2026-01-03 10:03:46.104500+00:00,0.17,0.13,0.34,0.36,1.8770199768604994,0.08616788253462251,2.4760251998235305,-0.5084767232156086,1.2590011802055412
26,2026-01-03 10:03:53.434000+00:00,2026-01-03 10:03:54.153000+00:00,2026-01-03 10:03:53.793500+00:00,0.12,0.14,0.32,0.42,1.8158576830345696,1.519143471243491,0.3416128860746054,1.2094241432867867,0.4131548720765063
27,2026-01-03 10:04:01.390000+00:00,2026-01-03 10:04:01.967000+00:00,2026-01-03 10:04:01.678500+00:00,0.13,0.11,0.32,0.44,1.780111636167705,-2.556889811544044,0.6164081954510034,0.7741764356831827,0.4772086996801605
28,2026-01-03 10:04:11.488000+00:00,2026-01-03 10:04:12.225000+00:00,2026-01-03 10:04:11.856500+00:00,0.2,0.13,0.25,0.42,1.872676042429176,-0.40504425217694173,3.996917355654455,-0.05530646502494907,0.22105536993811503
29,2026-01-03 10:04:20.969000+00:00,2026-01-03 10:04:21.468000+00:00,2026-01-03 10:04:21.218500+00:00,0.1,0.17,0.32,0.41,1.820198375381544,1.6271358541000793,1.3315050734309002,-0.11966545309008092,0.15933515790385014
