task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-31 14:43:12.076000+00:00,2026-01-31 14:43:12.684000+00:00,2026-01-31 14:43:12.380000+00:00,0.24,0.05,0.44,0.27,1.7413992470752204,0.40858223566223567,2.044084014342313,,
1,2026-01-31 14:43:16.995000+00:00,2026-01-31 14:43:17.527000+00:00,2026-01-31 14:43:17.261000+00:00,0.2,0.05,0.47,0.28,1.7066580275910086,1.4177461372867401,1.5249015495201883,,
2,2026-01-31 14:43:22.396000+00:00,2026-01-31 14:43:23.076000+00:00,2026-01-31 14:43:22.736000+00:00,0.24,0.05,0.39,0.32,1.7660619195033211,-0.2893194502878904,2.156444325630126,-2.716229489199135,5.85739766909269
3,2026-01-31 14:43:27.796000+00:00,2026-01-31 14:43:28.410000+00:00,2026-01-31 14:43:28.103000+00:00,0.2,0.04,0.43,0.33,1.7015266668900373,-3.1021638839181174,0.052170677367295734,-1.1057788460555964,0.057689231417147095
4,2026-01-31 14:43:33.556000+00:00,2026-01-31 14:43:34.072000+00:00,2026-01-31 14:43:33.814000+00:00,0.2,0.02,0.42,0.36,1.6335242527150977,-2.5088177930595963,1.222587558093224,3.406190524488748,4.164366155734976
5,2026-01-31 14:43:40.076000+00:00,2026-01-31 14:43:40.831000+00:00,2026-01-31 14:43:40.453500+00:00,0.13,0.04,0.4,0.43,1.6207339439431794,-3.0169033955406004,2.889281865656703,-1.1014316933395252,3.182346617825445
6,2026-01-31 14:43:46.916000+00:00,2026-01-31 14:43:47.518000+00:00,2026-01-31 14:43:47.217000+00:00,0.17,0.04,0.45,0.34,1.667916247391935,2.7375089223608504,1.4267791168549575,-0.020687386797131335,0.029516331464447956
7,2026-01-31 14:43:52.075000+00:00,2026-01-31 14:43:52.679000+00:00,2026-01-31 14:43:52.377000+00:00,0.26,0.03,0.43,0.28,1.6948397653416518,0.013763291439996632,1.7546257420185056,-2.1949726416427184,3.8513555000526742
8,2026-01-31 14:44:00.016000+00:00,2026-01-31 14:44:00.798000+00:00,2026-01-31 14:44:00.407000+00:00,0.19,0.02,0.44,0.35,1.6193509940935558,-3.002943572104838,1.4555995909586061,-0.292961232623981,0.4264342503741958
9,2026-01-31 14:44:05.775000+00:00,2026-01-31 14:44:06.360000+00:00,2026-01-31 14:44:06.067500+00:00,0.3,0.07,0.4,0.23,1.8060836787018706,0.21322260546367197,5.1684340372908455,-0.05031226606624095,0.26003562842999295
10,2026-01-31 14:44:12.001000+00:00,2026-01-31 14:44:12.507000+00:00,2026-01-31 14:44:12.254000+00:00,0.22,0.03,0.49,0.26,1.641910208323397,1.5817127951774594,1.6192845408238272,4.435509319324863,7.182351671462768
11,2026-01-31 14:44:17.556000+00:00,2026-01-31 14:44:18.296000+00:00,2026-01-31 14:44:17.926000+00:00,0.23,0.02,0.45,0.3,1.6400358678547957,1.1724887898552694,0.18736030790538027,-1.777714195035978,0.3330730789497061
12,2026-01-31 14:44:23.395000+00:00,2026-01-31 14:44:24.009000+00:00,2026-01-31 14:44:23.702000+00:00,0.28,0.04,0.34,0.34,1.7583220795509247,-0.5298627957027537,3.748084326466632,-1.293127580235831,4.84675121560364
13,2026-01-31 14:44:29.715000+00:00,2026-01-31 14:44:30.280000+00:00,2026-01-31 14:44:29.997500+00:00,0.2,0.02,0.32,0.46,1.6186320710152817,-1.8780168172043374,2.885686603074637,0.3541975640564381,1.022103165439334
14,2026-01-31 14:44:35.916000+00:00,2026-01-31 14:44:36.455000+00:00,2026-01-31 14:44:36.185500+00:00,0.23,0.02,0.38,0.37,1.6617267394942852,-1.4000134927780596,1.6847785800321395,1.8261573459278608,3.076670780187602
15,2026-01-31 14:44:41.699000+00:00,2026-01-31 14:44:42.328000+00:00,2026-01-31 14:44:42.013500+00:00,0.16,0.06,0.39,0.39,1.7261447090214166,-2.7778027082641854,0.7035037083937918,-1.8557925399124038,1.30555693383791
16,2026-01-31 14:44:47.659000+00:00,2026-01-31 14:44:48.218000+00:00,2026-01-31 14:44:47.938500+00:00,0.19,0.01,0.37,0.43,1.5759583724212178,-2.3428586048697384,2.6285390700735083,1.812733318880575,4.7648403523016105
17,2026-01-31 14:44:53.477000+00:00,2026-01-31 14:44:54.148000+00:00,2026-01-31 14:44:53.812500+00:00,0.21,0.08,0.43,0.28,1.8021163082948948,0.6463106883797364,2.5849350029152727,2.5542251898550283,6.60250609858417
18,2026-01-31 14:45:00.625000+00:00,2026-01-31 14:45:01.264000+00:00,2026-01-31 14:45:00.944500+00:00,0.24,0.04,0.38,0.34,1.7395153684706663,-0.6248114638701855,2.021912995346784,-4.260291445499398,8.613938637619968
19,2026-01-31 14:45:06.044000+00:00,2026-01-31 14:45:06.598000+00:00,2026-01-31 14:45:06.321000+00:00,0.21,0.04,0.52,0.23,1.636821627668116,1.6115482347781085,2.9358709737286772,3.507481850898218,10.297514156932214
20,2026-01-31 14:45:12.807000+00:00,2026-01-31 14:45:13.515000+00:00,2026-01-31 14:45:13.161000+00:00,0.24,0.03,0.36,0.37,1.707245568781266,-1.004610256315537,2.249410683349925,-4.852518189741941,10.915306257155361
