cluster,phi_z,dphi_z,J_z,phase_z,distance_z,r_local_z,J,phi,dphi,distance,phase,r_local,J_tilde,g_t,n_events
0,-0.6423797614814831,-0.7469548109058943,0.14543118597690807,-1.371586452987653,1.0425229796563553,-0.24309364626986352,0.029196719435098786,-0.17825535262342312,-0.4886049571813958,9.178610268903867,-3.023824209562181,-0.19311019171750346,-0.1030233892580368,0.44172712117242857,30
1,-0.36663107617903806,-0.34327355033385565,0.07817544016147997,1.2786858748652026,1.0108325080887666,0.18629577080034812,0.017126204954906486,-0.03516390513736763,-0.15375932735408987,9.183536059295358,2.9229903893021603,0.10338415778357737,-0.057650049901613765,0.45701887857805473,40
2,-0.11348526464321007,0.5011699369625164,0.8975697266593942,0.015001142548065326,-0.5368985938103121,-0.028052750189344618,0.11888745630779708,0.1759947940643803,0.5024352683808522,7.453096573567513,0.12060573879998199,-0.00701997756397787,0.40121091084391874,0.47121857315345306,66
3,1.572678878386911,1.0252596463259214,-0.8558525653336108,-0.09009060813691608,0.05169653319323529,0.30295843560068964,-0.10313783712796844,1.3366514990317861,1.073928725566449,8.114777347573362,-0.166051269042289,0.20124979224447856,0.08573192424151199,0.29071871758122975,39
4,-0.3903492725300322,-0.723975602072666,-0.6539471587701107,-0.1465957469766883,-0.7507813199273896,-0.19848860627153245,-0.08199789696376411,-0.02132685953926791,-0.6031472693227027,7.241520969839995,-0.30134091688168846,-0.22190347134534455,-0.21777578172293158,0.4872150957191074,51
