t,valid,kappa,MQ,a,kL,kS,mL,g,h,MRS_old,MRS_valley,MRS_gmm,MRS_h
0.0,0,,-0.1200349721014263,,0.4634678396470415,-0.0196039969076864,-0.1117358925317255,0.0030362862903811315,,0,0,0,0
1.0,0,,-0.1200349721014263,,0.4796065327705554,-0.0077440967501576,-0.1034368129620247,-0.0012706838062502574,,0,0,0,0
2.0,1,0.1365050796108766,-0.1200349721014263,0.4382284439037077,0.5199271949623971,0.0022128334627721,-0.1034368129620247,-0.005109704935160909,-0.005760244220186041,0,0,0,0
3.0,1,0.0701305733701507,-0.1200349721014263,0.3574626431284025,0.5769567400257889,-0.0028409359984501,-0.1034368129620247,-0.003805635246244009,-0.013098464410311858,0,0,0,0
4.0,1,1.92589914221684,-0.1200349721014263,0.2612108832335478,0.5769567400257889,-0.0111691647540615,-0.1034368129620247,-0.0008750520454214597,-0.013598615772973145,0,0,0,0
5.0,1,2.2356172725268117,-0.1200349721014263,0.4181768658177703,0.5769567400257889,0.0088221594516699,-0.1034368129620247,-0.007909709785825067,-0.011269518477326195,0,0,0,0
6.0,1,0.5602478571542389,-0.1200349721014263,0.5895267161616385,0.5769567400257889,0.0318113332637499,-0.1034368129620247,-0.015999267427848,0.018090863520757547,1,0,1,1
7.0,1,1.489363468051653,-0.1200349721014263,0.4878877286705411,0.6103977601523076,0.0273301038077931,-0.1034368129620247,-0.014700495437378806,-0.006866293819307222,0,0,0,0
8.0,1,0.2009223052953957,-0.1200349721014263,0.4226353725383825,0.5366360778339472,0.0253590832347399,-0.1034368129620247,-0.013393492547646657,-0.016184806832616493,0,0,0,0
9.0,1,0.6817530463711567,-0.1200349721014263,0.4014716977136749,0.6103977601523076,0.0212292871152553,-0.1034368129620247,-0.012553706313892906,-0.01787603205793426,0,0,0,0
10.0,1,0.4473291465235276,-0.1200349721014263,0.4334243067234909,0.6103977601523076,0.0270279559159645,-0.1034368129620247,-0.014594173965918236,-0.015929861832743298,0,0,0,0
11.0,1,0.3703686919391646,-0.1200349721014263,0.4228752193375232,0.6537503931817432,0.0249082343322245,-0.1034368129620247,-0.014208811044668472,-0.016968999829114727,0,0,0,0
12.0,1,0.021737782037233,-0.1200349721014263,0.3735791979799885,0.6537503931817432,0.0168901781898471,-0.1034368129620247,-0.01138737309866212,-0.01942034800878426,0,0,0,0
13.0,1,0.6271298974072762,-0.1200349721014263,0.3120708903372176,0.6537503931817432,0.0045903563702272,-0.1034368129620247,-0.007059243762228864,-0.018789570930853875,0,0,0,0
14.0,1,0.8870933145870444,-0.1200349721014263,0.3028229976870062,0.6819096107925484,-0.0002990764915837,-0.1034368129620247,-0.005572905487858191,-0.017612429467854587,0,0,0,0
15.0,1,3.065937846550662,-0.1034368129620247,0.2833523976603021,0.6370182559267746,-0.0066103183700518,0.9357265553728744,-0.002907055438862409,-0.015405987060803355,0,0,0,0
16.0,1,2.074941583240882,-0.1034368129620247,0.332891803063272,0.6370182559267746,0.0114013737413423,0.9357265553728744,-0.009245109287884535,-0.020052977106701467,0,0,0,0
17.0,1,0.3207433495255438,-0.1034368129620247,0.3895955388670184,0.6370182559267746,0.0206479722667043,0.9357265553728744,-0.012498853523106026,-0.019059825607112082,0,0,0,0
18.0,1,0.5936656228973389,-0.1034368129620247,0.3851180774128782,0.6370182559267746,0.0108500947768381,0.9357265553728744,-0.009051122196541214,-0.016046229861202042,0,0,0,0
19.0,1,0.0565823870180097,-0.1034368129620247,0.3865394589697319,0.5799887108633829,0.0057119164795544,0.9357265553728744,-0.006768792933026159,-0.013628007181215571,0,0,0,0
20.0,1,1.6544775575695607,-0.1034368129620247,0.3587251669891645,0.6819096107925484,0.0002378435907786,0.9357265553728744,-0.005690157560215384,-0.014892088620767824,0,0,0,0
21.0,1,0.4796065327705554,-0.1034368129620247,0.4191022802732564,0.5799887108633829,0.000178479088131,0.9357265553728744,-0.004821656376386476,-0.008065038740141976,0,0,0,0
