task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-31 10:53:50.043000+00:00,2026-01-31 10:53:50.943000+00:00,2026-01-31 10:53:50.493000+00:00,0.21,0.08,0.32,0.39,1.8201626656365253,-0.9506124851314265,2.586384501352278,,
1,2026-01-31 10:53:55.063000+00:00,2026-01-31 10:53:55.630000+00:00,2026-01-31 10:53:55.346500+00:00,0.14,0.04,0.47,0.35,1.6249206844710171,2.8405358459320342,4.288077324700425,,
2,2026-01-31 10:54:06.023000+00:00,2026-01-31 10:54:06.759000+00:00,2026-01-31 10:54:06.391000+00:00,0.19,0.06,0.41,0.34,1.7553185242609208,-2.6346984744981965,0.5583872631932603,3.299987962865481,1.842671247155158
3,2026-01-31 10:54:13.303000+00:00,2026-01-31 10:54:13.880000+00:00,2026-01-31 10:54:13.591500+00:00,0.17,0.03,0.42,0.38,1.6424528590685834,-3.002686190348746,2.831386272163564,-1.1759387025999049,3.3295366994472024
4,2026-01-31 10:54:22.109000+00:00,2026-01-31 10:54:22.849000+00:00,2026-01-31 10:54:22.479000+00:00,0.22,0.06,0.43,0.29,1.7655751505245363,0.4708033197639568,1.032536253447878,-2.4417080812163343,2.5211521141925206
5,2026-01-31 10:54:27.504000+00:00,2026-01-31 10:54:28.071000+00:00,2026-01-31 10:54:27.787500+00:00,0.21,0.05,0.41,0.33,1.7441267449675957,-1.314545043183437,0.42706945507583616,1.0243474341194898,0.43746750049774147
6,2026-01-31 10:54:33.033000+00:00,2026-01-31 10:54:33.573000+00:00,2026-01-31 10:54:33.303000+00:00,0.15,0.05,0.46,0.34,1.6711503298807888,2.810291145771368,3.296203230690193,-0.3730007552773875,1.2294862945952068
7,2026-01-31 10:54:41.744000+00:00,2026-01-31 10:54:42.563000+00:00,2026-01-31 10:54:42.153500+00:00,0.22,0.08,0.46,0.24,1.781551733717097,0.9410226872170865,2.572457033421374,0.2890806596705007,0.7436475761954701
8,2026-01-31 10:54:47.864000+00:00,2026-01-31 10:54:48.391000+00:00,2026-01-31 10:54:48.127500+00:00,0.23,0.05,0.37,0.35,1.764593733926127,-0.8740759249100234,1.8965390071527268,0.05416984642717004,0.10273522676060076
9,2026-01-31 10:54:53.624000+00:00,2026-01-31 10:54:54.152000+00:00,2026-01-31 10:54:53.888000+00:00,0.22,0.08,0.32,0.38,1.8285687785675107,-0.8059823927144281,2.899227361101865,1.883192144322706,5.459802191032481
10,2026-01-31 10:55:00.664000+00:00,2026-01-31 10:55:01.440000+00:00,2026-01-31 10:55:01.052000+00:00,0.23,0.06,0.45,0.26,1.75489096977556,0.7584303587658361,1.7949379356195536,1.4963192192846684,2.685800130490685
11,2026-01-31 10:55:06.228000+00:00,2026-01-31 10:55:06.763000+00:00,2026-01-31 10:55:06.495500+00:00,0.21,0.06,0.35,0.38,1.776910269910728,-1.2221428483740768,1.9547930283255401,-3.5449859586201757,6.929713837422652
12,2026-01-31 10:55:14.484000+00:00,2026-01-31 10:55:14.991000+00:00,2026-01-31 10:55:14.737500+00:00,0.2,0.1,0.37,0.33,1.8551299566387724,-0.2045267441669522,1.699907313516963,2.998189311347037,5.096643937667214
