t,valid,kappa,MQ,a,kL,kS,mL,g,h,MRS_old,MRS_valley,MRS_gmm,MRS_h
0.0,0,,0.2324690347539947,,0.4545348181836607,0.0069240535231906,-0.0903934225225173,-0.006222788319383262,,0,0,0,0
1.0,0,,0.2324690347539947,,0.4680782811619135,0.0178636983431874,-0.2483284093669333,-0.010195817950979739,,0,0,0,0
2.0,1,0.5333601553773235,0.2324690347539947,0.6053967653154156,0.4897813018719431,0.0256843124394509,-0.2483284093669333,-0.013128269196858416,0.026258499573058806,1,0,0,1
3.0,1,0.3233141399452225,0.2324690347539947,0.4781184402794152,0.4545348181836607,0.0221506891933769,-0.2483284093669333,-0.011591715586884873,-0.0056354117322919076,0,0,0,0
4.0,1,0.1644710195617744,0.2324690347539947,0.4137234465452587,0.4897813018719431,0.0188720168462938,-0.2483284093669333,-0.010731120942388064,-0.014639783910020434,0,0,0,0
5.0,1,0.9512906866887114,0.2324690347539947,0.3403987113740164,0.5097053296730942,0.0132144593586315,-0.2483284093669333,-0.008906003859847904,-0.019301357705049142,0,0,0,0
6.0,1,0.3837294434573742,0.2324690347539947,0.3365088878984456,0.5097053296730942,0.0140058618658168,-0.2483284093669333,-0.009184486951595763,-0.019799010626143372,0,0,0,0
7.0,1,0.148234570131587,0.2324690347539947,0.3261585941649296,0.5097053296730942,0.0079796487723277,-0.2483284093669333,-0.007063949755201287,-0.018205264226089597,0,0,0,0
8.0,1,0.7098806081766652,0.2324690347539947,0.3038902844328331,0.5097053296730942,-0.0003945806850358,-0.2483284093669333,-0.004117179573000503,-0.016124079345864614,0,0,0,0
9.0,1,0.2338655307868385,0.2324690347539947,0.3138678741331183,0.5041348469392662,-0.0022822731592098,-0.2483284093669333,-0.0034066017213506875,-0.01506981696345704,0,0,0,0
10.0,1,1.0650359563350338,0.2324690347539947,0.297297265885288,0.5041348469392662,-0.0097357880581753,-0.2483284093669333,-0.0007838176707479245,-0.012979687082805431,0,0,0,0
11.0,1,0.1106980584982495,0.2324690347539947,0.3261530934435442,0.5041348469392662,-0.0048453446178102,-0.2483284093669333,-0.00250469395926849,-0.013646266911316067,0,0,0,0
12.0,1,0.1467184509805882,0.2324690347539947,0.3002272689986915,0.5041348469392662,-0.0117136887729992,-0.2483284093669333,-8.782302676647455e-05,-0.012203402575528986,0,0,0,0
