task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-31 14:54:16.781000+00:00,2026-01-31 14:54:17.646000+00:00,2026-01-31 14:54:17.213500+00:00,0.26,0.02,0.37,0.35,1.6789950618484113,-0.7538806401509431,2.547088368268395,,
1,2026-01-31 14:54:22.541000+00:00,2026-01-31 14:54:23.144000+00:00,2026-01-31 14:54:22.842500+00:00,0.15,0.03,0.47,0.35,1.6043679091965668,2.7687739024880225,2.998646385563536,,
2,2026-01-31 14:54:28.724000+00:00,2026-01-31 14:54:29.259000+00:00,2026-01-31 14:54:28.991500+00:00,0.19,0.03,0.43,0.35,1.6606581867497128,-2.8996573255731084,0.8694336207255514,3.375284843659076,2.934586122602587
3,2026-01-31 14:54:34.325000+00:00,2026-01-31 14:54:35.192000+00:00,2026-01-31 14:54:34.758500+00:00,0.12,0.05,0.53,0.3,1.5896992653464417,2.313077094866599,5.071197213868102,-1.6852049658583343,8.546006727657474
4,2026-01-31 14:54:40.282000+00:00,2026-01-31 14:54:40.844000+00:00,2026-01-31 14:54:40.563000+00:00,0.16,0.04,0.38,0.42,1.6648704171023585,-2.5117230053099617,2.194151438810652,2.528836093742904,5.548649353602302
5,2026-01-31 14:54:45.680000+00:00,2026-01-31 14:54:46.228000+00:00,2026-01-31 14:54:45.954000+00:00,0.21,0.04,0.43,0.32,1.708175686472207,0.044641794864409175,0.5709564912569657,1.0979795931713454,0.626898575988862
6,2026-01-31 14:54:51.280000+00:00,2026-01-31 14:54:52.065000+00:00,2026-01-31 14:54:51.672500+00:00,0.28,0.03,0.35,0.34,1.7252615146241728,-0.5513800451014169,3.826450478553298,-3.1523866401401968,12.062451367749478
7,2026-01-31 14:54:58.782000+00:00,2026-01-31 14:54:59.436000+00:00,2026-01-31 14:54:59.109000+00:00,0.16,0.02,0.49,0.33,1.5679983067746277,2.632838129690529,3.288584491648925,-2.5029452924218143,8.231147072104061
8,2026-01-31 14:55:04.361000+00:00,2026-01-31 14:55:04.854000+00:00,2026-01-31 14:55:04.607500+00:00,0.18,0.02,0.39,0.41,1.6153665022697186,-2.5006021949756287,2.2896451407801224,4.2487121149010685,9.728043048456868
9,2026-01-31 14:55:09.121000+00:00,2026-01-31 14:55:09.820000+00:00,2026-01-31 14:55:09.470500+00:00,0.24,0.02,0.44,0.3,1.6492480987227078,0.2321859214081452,0.9157017326688457,1.583043133870345,1.4495953405745943
10,2026-01-31 14:55:14.121000+00:00,2026-01-31 14:55:14.654000+00:00,2026-01-31 14:55:14.387500+00:00,0.27,0.0,0.37,0.36,1.571365818428462,-0.9004363133727907,1.7703570159395048,-3.86541035116471,6.843156334669629
11,2026-01-31 14:55:18.761000+00:00,2026-01-31 14:55:19.752000+00:00,2026-01-31 14:55:19.256500+00:00,0.27,0.0,0.38,0.35,1.5705750531911105,-0.7946102454429832,1.5693225910409216,1.2384483027107436,1.9435248992802558
12,2026-01-31 14:55:25.020000+00:00,2026-01-31 14:55:25.796000+00:00,2026-01-31 14:55:25.408000+00:00,0.15,0.02,0.46,0.37,1.5694863553691674,2.9375959542464196,3.3705673660870628,-2.656805175419991,8.954940822321836
13,2026-01-31 14:55:31.260000+00:00,2026-01-31 14:55:31.760000+00:00,2026-01-31 14:55:31.510000+00:00,0.24,0.05,0.44,0.27,1.7413992470752204,0.3457758071713665,2.49631439277783,-0.0408410395848694,0.10195207493171858
14,2026-01-31 14:55:37.042000+00:00,2026-01-31 14:55:37.603000+00:00,2026-01-31 14:55:37.322500+00:00,0.22,0.05,0.4,0.33,1.7532635315893317,-0.3744593610292742,1.6529153020377092,1.871584978874412,3.0935714506454386
15,2026-01-31 14:55:43.081000+00:00,2026-01-31 14:55:43.845000+00:00,2026-01-31 14:55:43.463000+00:00,0.15,0.05,0.37,0.43,1.6809346058874524,-2.52655626765178,2.183529184720511,-1.4318617384218664,3.1265118943287913
16,2026-01-31 14:55:48.844000+00:00,2026-01-31 14:55:49.420000+00:00,2026-01-31 14:55:49.132000+00:00,0.19,0.05,0.4,0.36,1.730709319004489,-1.3415788087671965,0.6929660539824465,3.3370743655070925,2.3124792549114264
17,2026-01-31 14:55:54.961000+00:00,2026-01-31 14:55:55.505000+00:00,2026-01-31 14:55:55.233000+00:00,0.21,0.06,0.35,0.38,1.776910269910728,-0.8325968275999389,2.3034539337941102,-0.6759954777173274,1.5571244423750066
18,2026-01-31 14:56:01.021000+00:00,2026-01-31 14:56:01.823000+00:00,2026-01-31 14:56:01.422000+00:00,0.16,0.08,0.4,0.36,1.7739119513025354,1.162819001430933,0.2853320183979504,1.4864338478636148,0.4241271700259572
19,2026-01-31 14:56:07.865000+00:00,2026-01-31 14:56:08.427000+00:00,2026-01-31 14:56:08.146000+00:00,0.18,0.02,0.52,0.28,1.5629816579102571,2.21639882616201,3.3800973850218354,-0.9418360042997946,3.18349741525315
20,2026-01-31 14:56:12.882000+00:00,2026-01-31 14:56:13.467000+00:00,2026-01-31 14:56:13.174500+00:00,0.2,0.07,0.47,0.26,1.750184639250237,1.021467236932727,2.6529543505677955,-2.24851141396036,5.965198137967482
21,2026-01-31 14:56:18.822000+00:00,2026-01-31 14:56:19.622000+00:00,2026-01-31 14:56:19.222000+00:00,0.25,0.05,0.44,0.26,1.7425314986720604,0.33234892431544993,2.940569120370073,0.5058132766120051,1.4873789018784684
