task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-31 15:33:57.968000+00:00,2026-01-31 15:33:58.537000+00:00,2026-01-31 15:33:58.252500+00:00,0.24,0.05,0.4,0.31,1.7627966906847443,-0.2185282493527658,1.88425960640459,,
1,2026-01-31 15:34:03.813000+00:00,2026-01-31 15:34:04.372000+00:00,2026-01-31 15:34:04.092500+00:00,0.21,0.07,0.42,0.3,1.7881141901994417,0.40573771085685734,1.3880478775828335,,
2,2026-01-31 15:34:09.827000+00:00,2026-01-31 15:34:10.814000+00:00,2026-01-31 15:34:10.320500+00:00,0.17,0.03,0.43,0.37,1.6406470419396233,-3.096517550424437,2.2174161803919334,2.1566640856886687,4.78222183927623
3,2026-01-31 15:34:16.168000+00:00,2026-01-31 15:34:16.685000+00:00,2026-01-31 15:34:16.426500+00:00,0.21,0.07,0.41,0.31,1.792557508335701,0.17084090744140001,1.3372286175077601,-5.796756895212041,7.751589209012973
4,2026-01-31 15:34:21.870000+00:00,2026-01-31 15:34:22.384000+00:00,2026-01-31 15:34:22.127000+00:00,0.18,0.01,0.44,0.37,1.5636220320374683,3.0972085889559984,2.754772806279159,5.942194530828347,16.36939590314668
5,2026-01-31 15:34:28.709000+00:00,2026-01-31 15:34:29.519000+00:00,2026-01-31 15:34:29.114000+00:00,0.2,0.01,0.51,0.28,1.540474268221272,2.2878018011221215,3.340334668663459,-3.7357744693484753,12.47873697427255
6,2026-01-31 15:34:34.388000+00:00,2026-01-31 15:34:34.969000+00:00,2026-01-31 15:34:34.678500+00:00,0.26,0.04,0.44,0.26,1.7174776241437912,0.4113425420648471,2.26267103638234,-1.067052471223397,2.4143887209373807
7,2026-01-31 15:34:42.589000+00:00,2026-01-31 15:34:43.090000+00:00,2026-01-31 15:34:42.839500+00:00,0.14,0.08,0.44,0.34,1.7389392224633995,2.4175834134427876,2.0519217348622383,3.882700130435215,7.966996787592465
8,2026-01-31 15:34:49.629000+00:00,2026-01-31 15:34:50.373000+00:00,2026-01-31 15:34:50.001000+00:00,0.2,0.07,0.4,0.33,1.7895344289119075,-0.13712027817467162,0.9281949121666996,-4.560944562995399,4.2334455380467
9,2026-01-31 15:34:58.184000+00:00,2026-01-31 15:34:58.724000+00:00,2026-01-31 15:34:58.454000+00:00,0.24,0.07,0.41,0.28,1.8042946449898727,0.17442800089857788,2.6378266372338706,2.866251970690709,7.560675797312027
10,2026-01-31 15:35:13.204000+00:00,2026-01-31 15:35:13.951000+00:00,2026-01-31 15:35:13.577500+00:00,0.24,0.04,0.41,0.31,1.7310680114910562,-0.22000640720847522,1.413732453809858,-0.7059826871803027,0.9980706366946865
11,2026-01-31 15:35:30.183000+00:00,2026-01-31 15:35:30.931000+00:00,2026-01-31 15:35:30.557000+00:00,0.22,0.06,0.38,0.34,1.7837336624996327,-0.5490777709176438,1.7105185291827756,0.06536304439788457,0.11180469856637797
12,2026-01-31 15:37:16.574000+00:00,2026-01-31 15:37:17.545000+00:00,2026-01-31 15:37:17.059500+00:00,0.22,0.02,0.5,0.26,1.5987388120748498,1.9027301296904582,2.479945678600332,2.7808792643172704,6.896429514252886
13,2026-01-31 15:37:25.511000+00:00,2026-01-31 15:37:26.090000+00:00,2026-01-31 15:37:25.800500+00:00,0.31,0.06,0.37,0.26,1.8033455115140418,-0.05293170206029157,5.269998237690647,-4.407469732358852,23.227357722206015
