t,valid,kappa,mq,a,kL,kS,mqL,g,h
0,True,,-1.0606033244320456,,0.28782296863623547,-0.014258015871670434,0.3744312686013591,0.002649376441847933,
1,True,,-1.0606033244320456,,0.2890969181613219,-0.0093866470741394,1.068068920364425,0.0009724653021130401,
2,True,2.349299084443415,-1.0606033244320456,0.509803665537287,0.30272458709755956,-0.010524700810378554,1.068068920364425,0.0012595972408026752,0.013697473710701576
3,True,2.520741680571171,-1.0606033244320456,0.39151935488463513,0.28782296863623547,-0.003025758292062155,1.068068920364425,-0.0012552447941795004,-0.007624205242019986
4,True,0.3450359483995431,-1.0606033244320456,0.28638813164905186,0.26716357426172876,0.0065491942053916,1.068068920364425,-0.004452720922448315,-0.016896629498648105
5,True,0.286549019111149,-1.0606033244320456,0.2831245884528436,0.26716357426172876,0.004829384487197243,1.068068920364425,-0.003847544765950949,-0.01635036360474611
6,True,0.5226329588123808,-1.0606033244320456,0.27857584514205636,0.23751347649124155,-0.00018049890512758531,1.068068920364425,-0.0018380581727740334,-0.014411491132677756
7,True,0.0355704855469074,-1.0606033244320456,0.3055877152173475,0.222873565059576,-0.0032952139936095275,1.068068920364425,-0.0006202841131581591,-0.012573664781387725
8,True,0.2890969181613219,-1.0606033244320456,0.2963170926879419,0.222873565059576,-0.009333054492425084,1.068068920364425,0.001504344598937768,-0.010717077479970784
9,True,1.0304220136258244,-1.0606033244320456,0.3134061231112268,0.222873565059576,-0.012553338965427627,1.068068920364425,0.0026375161117990435,-0.009043165040716535
10,True,0.3163522560337972,-1.0606033244320456,0.3289833736371392,0.222873565059576,-0.010224949290233733,1.068068920364425,0.0018181894737675983,-0.009187395022999228
11,True,0.078172290716846,-1.0606033244320456,0.30471284017141065,0.222873565059576,-0.004782817826091809,1.068068920364425,-9.68178481357872e-05,-0.01207803380199207
12,True,0.172454757801399,-1.0606033244320456,0.33733348891834375,0.23751347649124155,-0.009163079762442608,1.068068920364425,0.0013227820650425473,-0.00924625776244648
13,True,0.6120234001477383,-1.0606033244320456,0.36678510883059573,0.2502409734272425,-0.0043923421868428646,1.068068920364425,-0.0004618180053394447,-0.009052418591317033
14,True,0.1801776395000631,-1.0606033244320456,0.37531265012474313,0.2502409734272425,-0.004469636217464377,1.068068920364425,-0.00043461935430447575,-0.008319030491658774
15,True,0.2272488235701746,1.8094658616347639,0.4115212546406494,0.2852456473612303,-0.008796635964208016,1.068068920364425,0.0007968775130606108,-0.003376239561996619
16,True,1.242378667401535,1.8094658616347639,0.4397204625823774,0.32357284309745665,0.0009862210840371041,0.326671979094086,-0.0030154535531560136,-0.003448507770381963
17,True,0.078891505398503,1.8094658616347639,0.49698906171388735,0.32357284309745665,0.01738312155085063,0.326671979094086,-0.008785285586315082,0.0008942556824068151
18,True,0.4772647778977136,1.8094658616347639,0.5492219192872541,0.33678897379536044,0.02032522044915758,0.326671979094086,-0.009930477822108295,0.012214133715264211
19,True,0.2184983065489774,1.8094658616347639,0.5398992611617179,0.33678897379536044,0.018692790936253798,0.326671979094086,-0.009356049495578549,0.010321747812288284
20,True,0.2477781294123085,1.8094658616347639,0.6158293456666858,0.36352075338329115,0.013647733317238217,0.326671979094086,-0.007803078021443431,0.035255092385920124
21,True,2.64645405944004,1.8094658616347639,0.68294660491716,0.36352075338329115,0.005047314602927647,0.326671979094086,-0.0047767151123775265,0.06568149799716566
22,True,3.0235715926145645,1.8094658616347639,0.6189940222717679,0.36352075338329115,0.018468268955824135,0.326671979094086,-0.009499354765989839,0.03470272261425297
23,True,0.1803065859358865,1.8094658616347639,0.5242008467083846,0.36352075338329115,0.0361021139801027,0.326671979094086,-0.01570444969199554,6.119049877194999e-05
24,True,0.1741252648397189,1.8094658616347639,0.5075072233572853,0.3642518949064584,0.030776037867407048,0.326671979094086,-0.013836361010806542,-0.0019067436127073942
25,True,0.6181697729036817,1.8094658616347639,0.4844361818958193,0.3642518949064584,0.0233251947817761,0.326671979094086,-0.011214517132658659,-0.004055851634562721
26,True,0.1205115928992515,1.8094658616347639,0.4633615941299065,0.3449508801992589,0.020286040895305227,0.326671979094086,-0.009984568518302147,-0.006667571431859677
27,True,0.1127927888826411,1.8094658616347639,0.4456758708763301,0.3449508801992589,0.014438642125427703,0.326671979094086,-0.007926953495183645,-0.0074695217937985545
28,True,0.0512742478744743,1.8094658616347639,0.3634929576510879,0.3642518949064584,0.013410561241023447,0.326671979094086,-0.0077257010410900434,-0.016572524535961943
29,True,0.9603805150082376,1.8094658616347639,0.362776419951907,0.3818222340296241,0.007072483944455493,0.326671979094086,-0.005641544743640747,-0.014542937684007377
30,True,1.182399212770609,0.326671979094086,0.3212407025754985,0.3818222340296241,0.01118889493978166,-0.20425663822727988,-0.0071266741027156,-0.018490111319458727
31,True,0.3828217680904907,0.326671979094086,0.3471786456411649,0.3818222340296241,0.014791209318781912,-0.20425663822727988,-0.008394276412038172,-0.01837936180771241
32,True,0.0774574872692094,0.326671979094086,0.33151499908129023,0.38430491061925853,0.01079328782175324,-0.20425663822727988,-0.007008112533041693,-0.01788694976342276
33,True,0.0592940797489883,0.326671979094086,0.34352123432235915,0.38430491061925853,0.002824751104046344,-0.20425663822727988,-0.004204099756097369,-0.014414994480256793
34,True,0.4646053327261547,0.326671979094086,0.37116556268803036,0.38430491061925853,-0.004889079864571568,-0.20425663822727988,-0.0014897142470075894,-0.009725271074941786
35,True,0.0254105882908777,0.326671979094086,0.3750635858044777,0.38430491061925853,-0.007678976308038094,-0.20425663822727988,-0.0005079900546036846,-0.008413905494839547
36,True,0.0487865377182927,0.326671979094086,0.4041844084679997,0.38430491061925853,-0.015612007730198026,-0.20425663822727988,0.0022835289225515702,-0.002737827150885906
37,True,0.0836760242559448,0.326671979094086,0.4346963575147638,0.38430491061925853,-0.023683466377241447,-0.20425663822727988,0.005123758437287426,0.003967247084744496
38,True,0.2527038174421765,0.326671979094086,0.5648452311232114,0.44207021118751844,-0.016412463125126325,-0.20425663822727988,0.002084800118004285,0.028609277622923257
39,True,0.3177874772802841,0.326671979094086,0.5872752284516156,0.5211061317751092,-0.015118380289198746,-0.20425663822727988,0.0009721393191059843,0.03433857012690138
40,True,1.5145861929348756,0.326671979094086,0.5031062902605881,0.5428371781398246,-0.02039654584544139,-0.20425663822727988,0.002648726039559384,0.013621401966893217
41,True,0.3293582089146292,0.326671979094086,0.46809920075558614,0.5428371781398246,-0.015718442280841554,-0.20425663822727988,0.001002569081047993,0.005141380782050564
42,True,1.6643015938453918,0.326671979094086,0.4917907964514984,0.5428371781398246,-0.021824395511257613,-0.20425663822727988,0.0031511656778944533,0.01176530566676049
43,True,0.545858962444941,0.326671979094086,0.4642232168130222,0.5428371781398246,-0.015583655723603262,-0.20425663822727988,0.0009551396417361711,0.004419821286765699
44,True,0.3442197386760917,0.326671979094086,0.4817570245429076,0.5639618537844707,-0.018423419114514072,-0.20425663822727988,0.001778730722447241,0.00842214177997394
45,True,2.492243317491715,-0.7351852555486458,0.5454722520036868,0.5929510103624631,-0.011393572130860013,0.741876950730884,-0.0008707901363040339,0.020268615111881792
46,True,2.5884877656136425,-0.7351852555486458,0.4901516618141794,0.5929510103624631,-0.00013337670576743865,1.1503592911200393,-0.0048049125417277015,0.0034796036312288448
47,True,1.8395562886509231,-0.7351852555486458,0.4713303689131567,0.5808252175421817,0.01085293626260734,1.1503592911200393,-0.008569994567064535,-0.0038569074315582402
48,True,0.8260822510866841,-0.7351852555486458,0.4732815804149607,0.5566787575924191,0.016809761082268282,1.1503592911200393,-0.010465304195645305,-0.005399979541916067
49,True,0.5977937069906929,-0.7351852555486458,0.48774059555961075,0.5566787575924191,0.020486620550081526,1.1503592911200393,-0.011759137843153921,-0.00395400385266257
50,True,0.0415719197068704,-0.7351852555486458,0.436032878744522,0.5180843474699928,0.01641315571000236,1.1503592911200393,-0.010004779199965692,-0.010971298691574226
51,True,0.8765617709767061,-0.7351852555486458,0.4296984057989689,0.5566787575924191,0.012282449114088859,1.1503592911200393,-0.008872208618162519,-0.010723495308271793
52,True,1.004372648994826,-0.7351852555486458,0.3837318981485403,0.5180843474699928,0.009265168588552898,1.1503592911200393,-0.007489505953694505,-0.014615426375169657
53,True,0.3456820217224261,-0.7351852555486458,0.283779127020425,0.5180843474699928,0.02634148174897646,1.1503592911200393,-0.013498413483546386,-0.02598997303634081
54,True,0.0343559624882914,-0.7351852555486458,0.2914374934308783,0.5566787575924191,0.038945070066011,1.1503592911200393,-0.018254399158852838,-0.030593377579012704
55,True,0.2338602588861853,-0.7351852555486458,0.2664829141153981,0.5566787575924191,0.0314399906848755,1.1503592911200393,-0.015613470313043202,-0.02831106057107219
56,True,0.3040576313409919,-0.7351852555486458,0.2909711738842821,0.5808252175421817,0.03203947932668582,1.1503592911200393,-0.016025232530509956,-0.028374609694395023
57,True,1.071961386396191,-0.7351852555486458,0.32950006356614364,0.6470352023346193,0.03647957089563234,1.1503592911200393,-0.018138263086607036,-0.029118372337774038
58,True,0.3808226999687576,-0.7351852555486458,0.3184219061087246,0.5808252175421817,0.032878509151925125,1.1503592911200393,-0.016320474986377738,-0.027803192804303233
59,True,1.052192613593102,-0.7351852555486458,0.3106797950630493,0.5808252175421817,0.026851423291233387,1.1503592911200393,-0.01419963067583242,-0.025980326681761395
60,True,0.7415091748396949,2.2189391570104138,0.3344046734648735,0.5665062682716492,0.023574367510560988,1.1503592911200393,-0.01292740051481769,-0.023655619678658764
61,True,0.3877871212697594,2.2189391570104138,0.32780438412472596,0.5665062682716492,0.023282747806734432,0.9731432291015809,-0.012837008268783657,-0.02389997041278724
62,True,0.099108086610091,2.2189391570104138,0.3277940585196183,0.5665062682716492,0.015237637395480478,0.9731432291015809,-0.010006050316998557,-0.02106951036332699
63,True,0.159496678815733,2.2189391570104138,0.3098535718616495,0.5763970508977025,0.007610132175314487,0.9731432291015809,-0.007404296974362379,-0.019214257228065044
64,True,0.4963533011052774,2.2189391570104138,0.29846796075904586,0.5763970508977025,-0.001253417683907953,0.9731432291015809,-0.004285342022556012,-0.016449835169201836
65,True,0.1708409316233798,2.2189391570104138,0.3041914792845566,0.5763970508977025,-0.009191813972320209,0.9731432291015809,-0.0014919352265889692,-0.013489485039891417
66,True,0.1344263067462725,2.2189391570104138,0.29744878206774833,0.5763970508977025,-0.01912632920621247,0.9731432291015809,0.0020038769451340963,-0.010187984231382174
67,True,2.4811184340602854,2.2189391570104138,0.2928869707948395,0.5763970508977025,-0.030337638808487475,0.9731432291015809,0.005948974581592526,-0.00635675396206562
