t,valid,kappa,MQ,a,kL,kS,mL,g,h,MRS_old,MRS_valley,MRS_gmm,MRS_h
0.0,0,,0.4490861940827999,,0.3226967490923224,0.0129722194408114,0.0954419590926658,-0.00724181746902439,,0,0,0,0
1.0,0,,0.4490861940827999,,0.2902976740357045,0.0081457413024093,0.0954419590926658,-0.005274007025322835,,0,0,0,0
2.0,1,0.0588747531382692,0.4490861940827999,0.3999622504872373,0.3226967490923224,0.0088210970265235,0.0954419590926658,-0.005781097552598777,-0.01126796265292555,0,0,0,0
3.0,1,0.26947050426073,0.4490861940827999,0.408724228306092,0.3226967490923224,0.002379366911784,0.0954419590926658,-0.003514345928399136,-0.008016767540678597,0,0,0,0
4.0,1,0.2342608544156529,0.4490861940827999,0.4073585713882268,0.3572721903526562,-0.0011741741076771,0.0954419590926658,-0.002551448339538199,-0.007211992082690823,0,0,0,0
5.0,1,0.2902976740357045,0.4490861940827999,0.3899182809287533,0.3742599688072435,-0.0032054733693611,0.0954419590926658,-0.00197794013058064,-0.008506930879726555,0,0,0,0
6.0,1,0.173194610963241,0.4490861940827999,0.3384925201926917,0.4500657894226657,-0.0016254156909113,0.0954419590926658,-0.0031643686400000984,-0.013668590162872502,0,0,0,0
7.0,1,0.3550958241489402,0.4490861940827999,0.3476168419776462,0.4500657894226657,-0.0073037194771574,0.0954419590926658,-0.0011662556950443434,-0.011123575992546875,0,0,0,0
8.0,1,0.2057023090062241,0.4490861940827999,0.3496091549325205,0.475754215495198,-0.010628242696548,0.0954419590926658,-0.00021003847090164766,-0.010039192366524983,0,0,0,0
9.0,1,0.3594485565563723,0.4490861940827999,0.3618951620322125,0.475754215495198,-0.0175044329924945,0.0954419590926658,0.002209593405009822,-0.00675832917326661,0,0,0,0
10.0,1,0.2577319316864902,0.4490861940827999,0.3421965933410577,0.475754215495198,-0.0230307763631468,0.0954419590926658,0.0041542336783811,-0.006135844654954108,0,0,0,0
11.0,1,0.6766465606441971,0.4490861940827999,0.3563004242885916,0.5909826445950868,-0.0252455274505152,0.0954419590926658,0.003975290562284742,-0.005400062225946325,0,0,0,0
12.0,1,0.901411377735049,0.4490861940827999,0.3139318686236247,0.475754215495198,-0.0270420909467668,0.0954419590926658,0.0055657572420260894,-0.006095025305319978,0,0,0,0
13.0,1,0.8732540730235452,0.4490861940827999,0.3282632432224108,0.475754215495198,-0.0223798134915495,0.0954419590926658,0.00392516926242388,-0.007115585830974184,0,0,0,0
14.0,1,0.2387154024881604,0.4490861940827999,0.274031447440909,0.414759807130647,-0.0234911024024874,0.0954419590926658,0.004823467675426148,-0.007807339482342541,0,0,0,0
15.0,1,0.7870313376212489,-0.2582022758974683,0.2858578318937825,0.475754215495198,-0.0259475348254171,0.295935826733993,0.005194429010080847,-0.00725952490818485,0,0,0,0
16.0,1,2.8846503249020996,-0.2582022758974683,0.3672415558483051,0.475754215495198,-0.0146662641504498,0.295935826733993,0.0012247130843846944,-0.007329646676089919,0,0,0,0
17.0,1,1.858858621165044,-0.2582022758974683,0.4303259465760423,0.475754215495198,0.0088941924413196,0.295935826733993,-0.007065870702116911,-0.008831276094208255,0,0,0,0
18.0,1,0.5110601977872167,-0.2582022758974683,0.4182542836215216,0.475754215495198,0.0189044389219191,0.295935826733993,-0.010588331603826892,-0.013938431806177657,0,0,0,0
19.0,1,0.129212092979893,-0.2582022758974683,0.3738771099667217,0.414759807130647,0.0153023406506167,0.295935826733993,-0.008813553415576198,-0.016821179227021605,0,0,0,0
20.0,1,1.4842290222767778,-0.2582022758974683,0.4679923422895781,0.545605420724439,0.0256024964992502,0.295935826733993,-0.013526189456361101,-0.009406178223676023,0,0,0,0
21.0,1,0.9835754462336064,-0.2582022758974683,0.5143130957488137,0.545605420724439,0.0422437494041556,0.295935826733993,-0.019382005577033328,-0.005928151949974876,1,0,0,0
22.0,1,0.7628491434732368,-0.2582022758974683,0.4667508659134519,0.414759807130647,0.0414792314052884,0.295935826733993,-0.018024822527717227,-0.014122338522581088,0,0,0,0
23.0,1,0.2656639518502141,-0.2582022758974683,0.4212806216039799,0.3648142460282161,0.0388097382766251,0.295935826733993,-0.01667010087147654,-0.0196361806497188,0,0,0,0
24.0,1,0.0747272306697762,-0.2582022758974683,0.3871655013108517,0.3648142460282161,0.0323887149007858,0.295935826733993,-0.014410635649097194,-0.02120942958574045,0,0,0,0
25.0,1,0.1203476318996031,-0.2582022758974683,0.3809931658483358,0.3648142460282161,0.0249598594611478,0.295935826733993,-0.011796528905442544,-0.01917594691183561,0,0,0,0
26.0,1,0.0888321363723399,-0.2582022758974683,0.3775689613966573,0.3648142460282161,0.0186422361537909,0.295935826733993,-0.009573448671102134,-0.01726061704895582,0,0,0,0
27.0,1,0.6957522894908706,-0.2582022758974683,0.3906084843594785,0.3648142460282161,0.0101150335493709,0.295935826733993,-0.006572849451768014,-0.01303313414523492,0,0,0,0
28.0,1,0.0948171477627263,-0.2582022758974683,0.4160431936016028,0.339663822275659,0.006040733448748,0.295935826733993,-0.004930002025712977,-0.008555127600287166,0,0,0,0
