task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-31 15:44:35.716000+00:00,2026-01-31 15:44:36.772000+00:00,2026-01-31 15:44:36.244000+00:00,0.2,0.02,0.42,0.36,1.6335242527150977,-2.47320612528725,0.8902164858920936,,
1,2026-01-31 15:44:41.501000+00:00,2026-01-31 15:44:42.024000+00:00,2026-01-31 15:44:41.762500+00:00,0.15,0.01,0.35,0.49,1.5113657208921358,-2.612666378452651,3.9883840925842775,,
2,2026-01-31 15:44:47.736000+00:00,2026-01-31 15:44:48.245000+00:00,2026-01-31 15:44:47.990500+00:00,0.22,0.06,0.36,0.36,1.785337482594835,-0.6232132996164925,2.387745335654351,2.1289133320015594,5.083302878499087
3,2026-01-31 15:44:54.301000+00:00,2026-01-31 15:44:55.078000+00:00,2026-01-31 15:44:54.689500+00:00,0.18,0.03,0.42,0.37,1.6534497516472877,-2.7395555452188427,1.2414971186173724,-4.105795324438509,5.097333064923088
4,2026-01-31 15:45:01.215000+00:00,2026-01-31 15:45:01.732000+00:00,2026-01-31 15:45:01.473500+00:00,0.11,0.03,0.44,0.42,1.548846606939981,3.0586557173665767,4.430400231323035,1.6313682010081823,7.227614055119695
5,2026-01-31 15:45:07.112000+00:00,2026-01-31 15:45:07.670000+00:00,2026-01-31 15:45:07.391000+00:00,0.14,0.05,0.42,0.39,1.6686499130220298,-3.1082341293627924,2.1233899740532496,0.6012695050443848,1.2767296387152065
6,2026-01-31 15:45:12.877000+00:00,2026-01-31 15:45:13.699000+00:00,2026-01-31 15:45:13.288000+00:00,0.11,0.05,0.48,0.36,1.6052673061184846,2.6871867554687077,4.0477996547260915,-0.6040598827983032,2.445113385024855
7,2026-01-31 15:45:19.118000+00:00,2026-01-31 15:45:19.671000+00:00,2026-01-31 15:45:19.394500+00:00,0.21,0.03,0.35,0.41,1.6820752781487807,-1.4562252223992678,2.195150336673757,2.627537751659697,5.767840380178789
8,2026-01-31 15:45:24.359000+00:00,2026-01-31 15:45:24.868000+00:00,2026-01-31 15:45:24.613500+00:00,0.24,0.02,0.38,0.36,1.6680797339777527,-0.9226878653664574,1.8241451184386377,-1.6062359722788004,2.930007507892913
9,2026-01-31 15:45:30.477000+00:00,2026-01-31 15:45:31.287000+00:00,2026-01-31 15:45:30.882000+00:00,0.22,0.05,0.38,0.35,1.7572233178932386,-0.6329077189955896,1.8810442889470589,-0.24375721066194256,0.4585181090053122
10,2026-01-31 15:45:36.018000+00:00,2026-01-31 15:45:36.519000+00:00,2026-01-31 15:45:36.268500+00:00,0.19,0.02,0.48,0.31,1.6001671056587448,2.39301361168952,1.7507569012112172,2.736141184314242,4.790318061126392
11,2026-01-31 15:45:41.117000+00:00,2026-01-31 15:45:41.668000+00:00,2026-01-31 15:45:41.392500+00:00,0.24,0.05,0.39,0.32,1.7660619195033211,-0.2987325927842051,2.4694191200257793,-5.717667535158835,14.119317533271897
12,2026-01-31 15:45:47.037000+00:00,2026-01-31 15:45:47.778000+00:00,2026-01-31 15:45:47.407500+00:00,0.22,0.03,0.39,0.36,1.69275249278068,-1.062310823818395,1.369422898397535,1.9281679734395354,2.6404773747848695
13,2026-01-31 15:45:52.837000+00:00,2026-01-31 15:45:53.407000+00:00,2026-01-31 15:45:53.122000+00:00,0.25,0.0,0.43,0.32,1.54959829784911,0.4197579075398731,0.46596216142153624,2.245646962392458,1.046386512386097
14,2026-01-31 15:45:59.041000+00:00,2026-01-31 15:45:59.523000+00:00,2026-01-31 15:45:59.282000+00:00,0.19,0.04,0.51,0.26,1.6416987111016845,1.785896166097686,2.5851187006288665,-0.1159304728004551,0.2996940332092026
15,2026-01-31 15:46:04.037000+00:00,2026-01-31 15:46:04.842000+00:00,2026-01-31 15:46:04.439500+00:00,0.28,0.03,0.36,0.33,1.72442487667251,-0.4501240760411038,3.6274841967416656,-3.6021585006966026,13.066773035435578
16,2026-01-31 15:46:09.763000+00:00,2026-01-31 15:46:10.304000+00:00,2026-01-31 15:46:10.033500+00:00,0.23,0.0,0.42,0.35,1.5434145664238126,-2.634819449754181,0.46656184300201986,0.05132486842571282,0.02394622520453675
17,2026-01-31 15:46:15.996000+00:00,2026-01-31 15:46:16.533000+00:00,2026-01-31 15:46:16.264500+00:00,0.25,0.03,0.43,0.29,1.6932349342038002,0.07830516058313061,1.868858448897813,4.897819984050388,9.15333225837312
18,2026-01-31 15:46:21.377000+00:00,2026-01-31 15:46:22.185000+00:00,2026-01-31 15:46:21.781000+00:00,0.19,0.05,0.46,0.3,1.707747879010038,1.5361270590152827,1.0692349407488966,-1.2553027119051594,1.3422135207858423
19,2026-01-31 15:46:26.661000+00:00,2026-01-31 15:46:27.222000+00:00,2026-01-31 15:46:26.941500+00:00,0.21,0.07,0.42,0.3,1.7881141901994417,0.25674729132311613,1.8508619126784114,-2.7372016661243186,5.066182311149391
20,2026-01-31 15:46:32.016000+00:00,2026-01-31 15:46:32.550000+00:00,2026-01-31 15:46:32.283000+00:00,0.2,0.02,0.45,0.33,1.6234866180648324,2.7618490056220963,0.8196054902459596,3.784481481991147,3.10178180037411
21,2026-01-31 15:46:37.957000+00:00,2026-01-31 15:46:38.761000+00:00,2026-01-31 15:46:38.359000+00:00,0.16,0.05,0.48,0.31,1.6711769284673,2.2630728228054275,2.1059957428385263,-3.003877897115649,6.326154063332302
22,2026-01-31 15:46:43.476000+00:00,2026-01-31 15:46:44.016000+00:00,2026-01-31 15:46:43.746000+00:00,0.16,0.04,0.54,0.26,1.5941026118935113,2.092188957824408,3.9804119780949043,0.3278923178356492,1.3051465094383194
23,2026-01-31 15:46:49.901000+00:00,2026-01-31 15:46:50.443000+00:00,2026-01-31 15:46:50.172000+00:00,0.16,0.1,0.4,0.34,1.81315477630752,0.742971076205764,1.0252884332388588,-1.1783340166376242,1.208132237750441
24,2026-01-31 15:46:55.459000+00:00,2026-01-31 15:46:56.232000+00:00,2026-01-31 15:46:55.845500+00:00,0.23,0.03,0.4,0.34,1.6973794608831851,-0.6827166332799498,1.3984132502046978,-0.0764698278670699,0.106936420530183
25,2026-01-31 15:47:02.918000+00:00,2026-01-31 15:47:03.459000+00:00,2026-01-31 15:47:03.188500+00:00,0.18,0.08,0.42,0.32,1.7884963719498883,0.6375805828877115,1.075298405007573,2.7459849256533753,2.952753210729913
26,2026-01-31 15:47:09.377000+00:00,2026-01-31 15:47:09.892000+00:00,2026-01-31 15:47:09.634500+00:00,0.24,0.07,0.43,0.26,1.7915421738209192,0.33088297275765155,3.1960648129328004,-1.6269948262977212,5.19998091515386
27,2026-01-31 15:47:14.917000+00:00,2026-01-31 15:47:15.694000+00:00,2026-01-31 15:47:15.305500+00:00,0.25,0.03,0.4,0.32,1.7065720293576623,-0.3679937754494481,2.077058810308437,-0.39217913807703986,0.8145791339620846
28,2026-01-31 15:47:20.558000+00:00,2026-01-31 15:47:21.105000+00:00,2026-01-31 15:47:20.831500+00:00,0.18,0.06,0.36,0.4,1.7482277009999976,-1.4587983871258776,1.457739157632593,-0.39192786346932984,0.5713285935465229
29,2026-01-31 15:47:26.158000+00:00,2026-01-31 15:47:26.652000+00:00,2026-01-31 15:47:26.405000+00:00,0.2,0.01,0.46,0.33,1.5739820116281265,2.7061511873806947,1.3840043092619343,-1.0274311209965843,1.4219690989290925
