task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
10,2026-01-31 10:40:43.243000+00:00,2026-01-31 10:40:43.989000+00:00,2026-01-31 10:40:43.616000+00:00,0.18,0.11,0.44,0.27,1.8267626736818832,1.4929782308282642,1.6724021323128737,1.1610363588578272,1.941719682246605
11,2026-01-31 10:40:49.603000+00:00,2026-01-31 10:40:50.152000+00:00,2026-01-31 10:40:49.877500+00:00,0.28,0.07,0.35,0.3,1.833965732442858,-0.44608104219022227,2.453030162240368,-2.285954398432125,5.607515088860038
12,2026-01-31 10:40:55.903000+00:00,2026-01-31 10:40:56.648000+00:00,2026-01-31 10:40:56.275500+00:00,0.17,0.06,0.42,0.35,1.7338673832235258,-3.006076149238019,2.14047807266409,-0.6209358340293107,1.3290995372711285
13,2026-01-31 10:41:02.847000+00:00,2026-01-31 10:41:03.618000+00:00,2026-01-31 10:41:03.232500+00:00,0.2,0.08,0.34,0.38,1.8155207496652306,-1.8685370415584002,1.7912336075333044,3.6975342147274155,6.6231475504240125
14,2026-01-31 10:41:10.527000+00:00,2026-01-31 10:41:11.033000+00:00,2026-01-31 10:41:10.780000+00:00,0.16,0.12,0.38,0.34,1.8497108685557646,2.765479211671598,0.5436613786008007,-2.786708161629205,1.5150256009094365
15,2026-01-31 10:41:17.823000+00:00,2026-01-31 10:41:18.357000+00:00,2026-01-31 10:41:18.090000+00:00,0.16,0.1,0.4,0.34,1.81315477630752,3.0290059766624724,1.1348947412778685,1.9126958189404597,2.1707084265796937
16,2026-01-31 10:41:26.085000+00:00,2026-01-31 10:41:26.866000+00:00,2026-01-31 10:41:26.475500+00:00,0.18,0.04,0.47,0.31,1.6668120730099172,2.8091702719638723,2.4796633565187394,-0.4833624696894727,1.1985762040053853
17,2026-01-31 10:41:34.664000+00:00,2026-01-31 10:41:35.228000+00:00,2026-01-31 10:41:34.946000+00:00,0.25,0.07,0.39,0.29,1.8162559438454542,-0.25853320884303055,1.284317783601308,-2.847867776108302,3.6575672302010003
18,2026-01-31 10:41:41.443000+00:00,2026-01-31 10:41:42.193000+00:00,2026-01-31 10:41:41.818000+00:00,0.24,0.04,0.41,0.31,1.7310680114910562,-1.9766716329113647,0.5277329639732791,1.349565056738566,0.7122099674674099
19,2026-01-31 10:41:49.767000+00:00,2026-01-31 10:41:50.318000+00:00,2026-01-31 10:41:50.042500+00:00,0.25,0.07,0.42,0.26,1.7994896535050815,0.400777110620356,1.4367828660595399,4.095587167600055,5.88446946886108
20,2026-01-31 10:41:58.483000+00:00,2026-01-31 10:41:59.204000+00:00,2026-01-31 10:41:58.843500+00:00,0.16,0.07,0.49,0.28,1.710074143440617,2.354981067759728,2.759907384427891,-0.42324478639234897,1.1681164113848492
21,2026-01-31 10:42:04.924000+00:00,2026-01-31 10:42:05.491000+00:00,2026-01-31 10:42:05.207500+00:00,0.21,0.08,0.4,0.31,1.8168974368179485,-0.9477984412034861,0.2114114517864262,1.0262018410770022,0.21695082104799246
22,2026-01-31 10:42:11.906000+00:00,2026-01-31 10:42:12.442000+00:00,2026-01-31 10:42:12.174000+00:00,0.22,0.11,0.38,0.29,1.8792168119298922,0.1518802421435092,1.5115089615612585,-1.8807271148693783,2.8427358883763154
23,2026-01-31 10:42:20.028000+00:00,2026-01-31 10:42:20.768000+00:00,2026-01-31 10:42:20.398000+00:00,0.29,0.04,0.39,0.28,1.7476754576579567,-0.2824027373726506,1.6479380752260153,-1.5339616628631543,2.527873830169204
24,2026-01-31 10:42:28.404000+00:00,2026-01-31 10:42:28.946000+00:00,2026-01-31 10:42:28.675000+00:00,0.33,0.09,0.29,0.29,1.8762839030837752,-0.2852342475579516,4.684842618789955,0.43145146933085776,2.0212822314607495
25,2026-01-31 10:42:34.706000+00:00,2026-01-31 10:42:35.262000+00:00,2026-01-31 10:42:34.984000+00:00,0.32,0.02,0.35,0.31,1.692806277627776,-0.6673126362393359,2.1823614381727614,-0.3792468784960823,0.8276537631772407
26,2026-01-31 10:42:41.645000+00:00,2026-01-31 10:42:42.238000+00:00,2026-01-31 10:42:41.941500+00:00,0.22,0.02,0.35,0.41,1.6509358558543923,-2.316422916491491,3.0713032084192724,-1.2670318915707703,3.8914391137508466
27,2026-01-31 10:42:50.267000+00:00,2026-01-31 10:42:50.816000+00:00,2026-01-31 10:42:50.541500+00:00,0.25,0.07,0.37,0.31,1.8230786962860368,-0.6408995319099734,1.4625874631116362,3.324633664833671,4.862567517624621
28,2026-01-31 10:42:59.944000+00:00,2026-01-31 10:43:01.344000+00:00,2026-01-31 10:43:00.644000+00:00,0.14,0.03,0.5,0.33,1.5766994713935616,2.8098409739338597,4.518416702990521,-4.507968185917271,20.368878747798476
29,2026-01-31 10:43:08.485000+00:00,2026-01-31 10:43:09.468000+00:00,2026-01-31 10:43:08.976500+00:00,0.23,0.04,0.4,0.33,1.7300156425411428,-2.2063651097355654,1.0507321846170816,4.099424024845916,4.307396761298099
