task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-01-04 09:21:12.500000+00:00,2026-01-04 09:21:13.160000+00:00,2026-01-04 09:21:12.830000+00:00,0.34,0.24,0.14,0.28,1.934638756312888,-0.12143139246285346,1.5775696316832715,,
1,2026-01-04 09:21:17.879000+00:00,2026-01-04 09:21:18.366000+00:00,2026-01-04 09:21:18.122500+00:00,0.33,0.29,0.19,0.19,1.9561791866912293,0.5803743220130598,3.53910160953198,,
2,2026-01-04 09:21:21.800000+00:00,2026-01-04 09:21:22.300000+00:00,2026-01-04 09:21:22.050000+00:00,0.25,0.23,0.26,0.26,1.998244239004577,-2.1473627207128483,2.073387832445049,-3.429542757201822,7.110772223632303
3,2026-01-04 09:21:25.700000+00:00,2026-01-04 09:21:26.362000+00:00,2026-01-04 09:21:26.031000+00:00,0.31,0.26,0.27,0.16,1.9621213812542904,0.9958599323310013,2.808742236725208,-0.4122256114098287,1.1578354858266586
4,2026-01-04 09:21:30.160000+00:00,2026-01-04 09:21:30.767000+00:00,2026-01-04 09:21:30.463500+00:00,0.32,0.2,0.32,0.16,1.9394705707977478,1.5840847663462754,2.609784162297678,3.728187488151011,9.72976466065287
5,2026-01-04 09:21:34.504000+00:00,2026-01-04 09:21:34.997000+00:00,2026-01-04 09:21:34.750500+00:00,0.25,0.22,0.31,0.22,1.9849413739108202,-3.0698940714146548,1.5621834481191699,1.0409816354033818,1.6262042806231876
6,2026-01-04 09:21:39.081000+00:00,2026-01-04 09:21:39.605000+00:00,2026-01-04 09:21:39.343000+00:00,0.23,0.22,0.2,0.35,1.962727308873486,-2.4655301906340483,3.658568446059213,-1.02484258863805,3.7494567569688115
7,2026-01-04 09:21:43.743000+00:00,2026-01-04 09:21:44.363000+00:00,2026-01-04 09:21:44.053000+00:00,0.26,0.21,0.25,0.28,1.9923317786547527,-2.102188997551891,2.7467607172544737,-0.24102268769844892,0.6620316505371926
8,2026-01-04 09:21:47.645000+00:00,2026-01-04 09:21:48.208000+00:00,2026-01-04 09:21:47.926500+00:00,0.19,0.28,0.3,0.23,1.9782041554688226,2.5925225574211366,2.8332225261280297,-1.9518149452887164,5.529926069825339
9,2026-01-04 09:21:51.044000+00:00,2026-01-04 09:21:51.587000+00:00,2026-01-04 09:21:51.315500+00:00,0.33,0.2,0.26,0.21,1.970319525908974,-0.48473117694970946,0.8885123452681407,-1.4887799821642869,1.3227993935410511
10,2026-01-04 09:21:55.027000+00:00,2026-01-04 09:21:55.648000+00:00,2026-01-04 09:21:55.337500+00:00,0.28,0.3,0.23,0.19,1.9782041554688226,0.781157101215013,2.3150045940725654,4.343142012535568,10.054393711729409
11,2026-01-04 09:21:58.764000+00:00,2026-01-04 09:21:59.242000+00:00,2026-01-04 09:21:59.003000+00:00,0.3,0.28,0.21,0.21,1.9809563153491134,0.22602733243007658,1.9586294331797127,-1.8210180469496597,3.5666995451070393
12,2026-01-04 09:22:03.360000+00:00,2026-01-04 09:22:04.133000+00:00,2026-01-04 09:22:03.746500+00:00,0.29,0.22,0.31,0.18,1.9675793886082396,1.751535937319537,1.3339397582234231,2.0806383736743976,2.7754462491296024
13,2026-01-04 09:22:06.841000+00:00,2026-01-04 09:22:07.375000+00:00,2026-01-04 09:22:07.108000+00:00,0.24,0.3,0.26,0.2,1.984898065225057,1.4480648648903574,1.5640006739035084,-1.8289796773186406,2.8605254478821753
14,2026-01-04 09:22:09.880000+00:00,2026-01-04 09:22:10.411000+00:00,2026-01-04 09:22:10.145500+00:00,0.32,0.21,0.23,0.24,1.9806592809251464,-1.082037748054784,1.686764898660651,-2.226631540515961,3.7558039247930144
15,2026-01-04 09:22:13.520000+00:00,2026-01-04 09:22:14.005000+00:00,2026-01-04 09:22:13.762500+00:00,0.35,0.19,0.27,0.19,1.9505750531516806,0.6248005811227103,1.2367562125303777,4.236940942122635,5.24006303229448
16,2026-01-04 09:22:17.120000+00:00,2026-01-04 09:22:17.617000+00:00,2026-01-04 09:22:17.368500+00:00,0.3,0.2,0.25,0.25,1.9854752972274514,-1.6677079580608634,1.8691749019754706,-3.9993468683610685,7.475478790634706
17,2026-01-04 09:22:20.733000+00:00,2026-01-04 09:22:21.449000+00:00,2026-01-04 09:22:21.091000+00:00,0.25,0.27,0.28,0.2,1.9886275195933982,1.7462481198669433,0.8796428713620964,-0.576720690068206,0.5073082437855264
18,2026-01-04 09:22:25.020000+00:00,2026-01-04 09:22:25.559000+00:00,2026-01-04 09:22:25.289500+00:00,0.32,0.27,0.16,0.25,1.9590725167472474,0.023635286381777674,2.0161814975806505,1.146616395766615,2.3117867619672614
19,2026-01-04 09:22:28.820000+00:00,2026-01-04 09:22:29.290000+00:00,2026-01-04 09:22:29.055000+00:00,0.25,0.28,0.22,0.25,1.9947937606110695,-1.357896066034818,0.6944477899437065,0.34108148106856895,0.23686328071879387
20,2026-01-04 09:22:32.581000+00:00,2026-01-04 09:22:33.112000+00:00,2026-01-04 09:22:32.846500+00:00,0.29,0.23,0.27,0.21,1.9884161669270326,-0.9110126611138842,0.52544237420834,1.82841475733753,0.9607265911329975
21,2026-01-04 09:22:36.500000+00:00,2026-01-04 09:22:37.232000+00:00,2026-01-04 09:22:36.866000+00:00,0.28,0.24,0.25,0.23,1.9960225140887555,-1.3034519980139583,1.1222864172749947,-0.8393227418210074,0.9419605128557238
22,2026-01-04 09:22:40.344000+00:00,2026-01-04 09:22:40.910000+00:00,2026-01-04 09:22:40.627000+00:00,0.32,0.22,0.27,0.19,1.9718553805363273,0.41689845241038725,1.0687608663873578,2.11278978732442,2.258067043595209
23,2026-01-04 09:22:44.627000+00:00,2026-01-04 09:22:45.137000+00:00,2026-01-04 09:22:44.882000+00:00,0.25,0.23,0.29,0.23,1.9932391539578753,-2.6209775731583322,1.3522549744186785,-4.758226475993066,6.434335421572282
24,2026-01-04 09:22:48.584000+00:00,2026-01-04 09:22:49.082000+00:00,2026-01-04 09:22:48.833000+00:00,0.18,0.28,0.24,0.3,1.9747521324835535,-3.098930995777955,2.9502677717695858,2.5599226029490953,7.552457153705226
25,2026-01-04 09:22:53.200000+00:00,2026-01-04 09:22:53.770000+00:00,2026-01-04 09:22:53.485000+00:00,0.3,0.23,0.19,0.28,1.9782041554688228,-1.3407419580908002,2.0004623575400573,2.2361424603067768,4.473318817940719
