task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
10,2026-01-31 13:11:16.395000+00:00,2026-01-31 13:11:16.918000+00:00,2026-01-31 13:11:16.656500+00:00,0.17,0.06,0.45,0.32,1.7225558633730649,2.292668690176763,1.43296020627568,1.7629565129155134,2.5262465284024676
11,2026-01-31 13:11:22.619000+00:00,2026-01-31 13:11:23.165000+00:00,2026-01-31 13:11:22.892000+00:00,0.16,0.1,0.35,0.39,1.8151074590005516,-0.8060627999424654,0.5136093353284704,-2.0549530831061604,1.0554430871453462
12,2026-01-31 13:11:30.560000+00:00,2026-01-31 13:11:31.298000+00:00,2026-01-31 13:11:30.929000+00:00,0.16,0.06,0.42,0.36,1.7228121216476806,2.979208328576586,1.3757493757222417,0.6008173114586937,0.8265740411624134
13,2026-01-31 13:11:37.737000+00:00,2026-01-31 13:11:38.281000+00:00,2026-01-31 13:11:38.009000+00:00,0.17,0.06,0.43,0.34,1.7308585461743458,2.658245183347489,1.0217017048741954,2.176951033431438,2.2241945822845417
14,2026-01-31 13:11:46.876000+00:00,2026-01-31 13:11:47.629000+00:00,2026-01-31 13:11:47.252500+00:00,0.23,0.02,0.32,0.43,1.6501430953637346,-1.5727204958377043,2.74244575394842,2.3731827732234905,6.5083250197702975
15,2026-01-31 13:11:53.377000+00:00,2026-01-31 13:11:53.952000+00:00,2026-01-31 13:11:53.664500+00:00,0.14,0.06,0.39,0.41,1.6978255633964485,-2.9684218334595363,2.336023170803121,-3.447920965616225,8.054423266777373
16,2026-01-31 13:11:59.717000+00:00,2026-01-31 13:12:00.255000+00:00,2026-01-31 13:11:59.986000+00:00,0.17,0.05,0.47,0.31,1.6864334855122896,2.3456973246205672,2.0501796978267848,0.42663518852234983,0.8746788018870245
17,2026-01-31 13:12:07.256000+00:00,2026-01-31 13:12:07.968000+00:00,2026-01-31 13:12:07.612000+00:00,0.16,0.01,0.55,0.28,1.4780489691661072,2.3950799315836755,5.572612546743152,1.0184487560625914,5.675420316249354
18,2026-01-31 13:12:14.616000+00:00,2026-01-31 13:12:15.164000+00:00,2026-01-31 13:12:14.890000+00:00,0.24,0.04,0.38,0.34,1.7395153684706663,-0.6972493426153812,1.879982823166209,-3.1417118811621645,5.906364371922067
19,2026-01-31 13:12:21.616000+00:00,2026-01-31 13:12:22.115000+00:00,2026-01-31 13:12:21.865500+00:00,0.27,0.04,0.47,0.22,1.6883048478049465,0.6971310317006126,3.191719894196751,4.486709648515049,14.320320444649994
20,2026-01-31 13:12:28.536000+00:00,2026-01-31 13:12:29.166000+00:00,2026-01-31 13:12:28.851000+00:00,0.23,0.05,0.4,0.32,1.7585692971846727,-0.34369883977992965,1.5112343537140212,-2.435210245796535,3.6801733819640887
21,2026-01-31 13:12:34.877000+00:00,2026-01-31 13:12:35.380000+00:00,2026-01-31 13:12:35.128500+00:00,0.2,0.02,0.43,0.35,1.630927670348786,-3.0217429653246626,1.3867651009668547,-1.637214254064192,2.270431590341703
22,2026-01-31 13:12:41.799000+00:00,2026-01-31 13:12:42.320000+00:00,2026-01-31 13:12:42.059500+00:00,0.23,0.02,0.49,0.26,1.610114789552772,1.6872295079695445,1.954751987617236,1.103831291659354,2.157716411365223
23,2026-01-31 13:12:48.036000+00:00,2026-01-31 13:12:48.719000+00:00,2026-01-31 13:12:48.377500+00:00,0.2,0.05,0.43,0.32,1.730080321533567,1.4541141614446798,0.25330210084248905,1.3410974873605142,0.33970281098300165
24,2026-01-31 13:12:52.875000+00:00,2026-01-31 13:12:53.438000+00:00,2026-01-31 13:12:53.156500+00:00,0.18,0.05,0.4,0.37,1.7209043015357524,-2.5294883845887735,1.0299633449660084,2.532698107670999,2.608586214765902
25,2026-01-31 13:12:58.759000+00:00,2026-01-31 13:12:59.276000+00:00,2026-01-31 13:12:59.017500+00:00,0.22,0.09,0.41,0.28,1.8348322834766098,0.34475118428433515,2.7890722387279374,0.5746568077269743,1.602759349227322
26,2026-01-31 13:13:05.276000+00:00,2026-01-31 13:13:06.088000+00:00,2026-01-31 13:13:05.682000+00:00,0.24,0.06,0.41,0.29,1.7829566290800258,0.04982675091995693,2.272410929092479,-3.1691640022374887,7.2016429147709315
27,2026-01-31 13:13:12.715000+00:00,2026-01-31 13:13:13.272000+00:00,2026-01-31 13:13:12.993500+00:00,0.2,0.04,0.41,0.35,1.7076251929760358,-2.210352488191065,0.6480095807629705,-1.9652548057466426,1.273503942764295
28,2026-01-31 13:13:19.016000+00:00,2026-01-31 13:13:19.571000+00:00,2026-01-31 13:13:19.293500+00:00,0.28,0.05,0.38,0.29,1.7786734631608945,-0.18327744660280246,3.6763503916943066,4.2872542806992815,15.761448954141896
29,2026-01-31 13:13:24.256000+00:00,2026-01-31 13:13:26.198000+00:00,2026-01-31 13:13:25.227000+00:00,0.24,0.04,0.38,0.34,1.7395153684706663,-0.6972493426153812,1.879982823166209,-2.5410469376008393,4.777124595548676
