task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2025-12-25 15:24:49.542000+00:00,2025-12-25 15:24:50.453000+00:00,2025-12-25 15:24:49.997500+00:00,0.36,0.17,0.27,0.2,1.9396092616818084,0.12916412072400132,0.8463188119702889,,
1,2025-12-25 15:24:55.121000+00:00,2025-12-25 15:24:55.591000+00:00,2025-12-25 15:24:55.356000+00:00,0.2,0.32,0.3,0.18,1.9568168918554298,2.0127764897401192,3.231961811045592,,
2,2025-12-25 15:24:58.921000+00:00,2025-12-25 15:24:59.449000+00:00,2025-12-25 15:24:59.185000+00:00,0.34,0.17,0.28,0.21,1.9508041037777804,-0.8053778743307083,0.34221514854579055,-4.701766733086945,1.6090158009910052
3,2025-12-25 15:25:02.697000+00:00,2025-12-25 15:25:03.197000+00:00,2025-12-25 15:25:02.947000+00:00,0.34,0.24,0.18,0.24,1.9627503231441352,-0.4378684018479866,2.2436290068353806,3.185663836553549,7.1474477897180275
4,2025-12-25 15:25:05.570000+00:00,2025-12-25 15:25:06.338000+00:00,2025-12-25 15:25:05.954000+00:00,0.37,0.16,0.27,0.2,1.9281531999309809,0.3369158907230262,0.902689381536202,0.4072748200882912,0.3676426554607675
5,2025-12-25 15:25:09.396000+00:00,2025-12-25 15:25:09.881000+00:00,2025-12-25 15:25:09.638500+00:00,0.27,0.13,0.32,0.28,1.932920022656698,-2.9329350684386086,3.435734236278178,2.2385500554469386,7.691063065121461
6,2025-12-25 15:25:12.976000+00:00,2025-12-25 15:25:13.458000+00:00,2025-12-25 15:25:13.217000+00:00,0.38,0.16,0.26,0.2,1.9231437889726184,0.2807800549877537,1.21322777680151,-6.082804531771175,7.379827418798893
7,2025-12-25 15:25:15.608000+00:00,2025-12-25 15:25:16.061000+00:00,2025-12-25 15:25:15.834500+00:00,0.36,0.13,0.28,0.23,1.9151473978286218,-2.972594713382532,0.3168674808518107,6.099280722562524,1.9326637175663988
8,2025-12-25 15:25:19.520000+00:00,2025-12-25 15:25:20.067000+00:00,2025-12-25 15:25:19.793500+00:00,0.38,0.14,0.19,0.29,1.900693329437632,-1.1297454022592333,1.3551909473600499,-1.186961227686002,1.6085591106274408
9,2025-12-25 15:25:23.248000+00:00,2025-12-25 15:25:23.993000+00:00,2025-12-25 15:25:23.620500+00:00,0.33,0.29,0.24,0.14,1.9369709525388301,0.843648984269102,3.6503519964325783,0.13054507540503701,0.47653547662921836
10,2025-12-25 15:25:27.187000+00:00,2025-12-25 15:25:27.629000+00:00,2025-12-25 15:25:27.408000+00:00,0.38,0.16,0.18,0.28,1.9129978562311152,-0.8290497192312692,1.719375923829819,-3.6460930900287067,6.269004675037627
11,2025-12-25 15:25:29.954000+00:00,2025-12-25 15:25:30.407000+00:00,2025-12-25 15:25:30.180500+00:00,0.27,0.24,0.24,0.25,1.9982905164007656,-1.6699443804590208,1.4803942357129478,0.8318040422726201,1.231397909423116
12,2025-12-25 15:25:33.673000+00:00,2025-12-25 15:25:34.157000+00:00,2025-12-25 15:25:33.915000+00:00,0.26,0.29,0.17,0.28,1.9719993132825921,-1.1518550759712258,1.0094069513128083,1.358983965715546,1.3717678617159192
13,2025-12-25 15:25:37.470000+00:00,2025-12-25 15:25:38.010000+00:00,2025-12-25 15:25:37.740000+00:00,0.38,0.13,0.31,0.18,1.8821992148292468,1.5669741264004728,1.979489732557412,2.2007398978839037,4.356342031890635
14,2025-12-25 15:25:40.342000+00:00,2025-12-25 15:25:41.056000+00:00,2025-12-25 15:25:40.699000+00:00,0.27,0.19,0.33,0.21,1.96589361846475,2.991623893606835,1.72486655672826,-1.2941794351653355,2.2322868261221567
15,2025-12-25 15:25:44.035000+00:00,2025-12-25 15:25:44.585000+00:00,2025-12-25 15:25:44.310000+00:00,0.38,0.2,0.23,0.19,1.9377326382417788,0.1493534931715939,2.263746474959732,-4.266920167641604,9.65922548843327
16,2025-12-25 15:25:47.460000+00:00,2025-12-25 15:25:47.965000+00:00,2025-12-25 15:25:47.712500+00:00,0.28,0.14,0.27,0.31,1.9451466407069342,-2.508504383558383,3.2165589153429455,0.18441252370526406,0.5931737472250594
17,2025-12-25 15:25:51.670000+00:00,2025-12-25 15:25:52.178000+00:00,2025-12-25 15:25:51.924000+00:00,0.26,0.26,0.29,0.19,1.9837068202002135,1.9528937848991832,0.7508090422137796,0.8360707380079573,0.6277294700267223
18,2025-12-25 15:25:54.616000+00:00,2025-12-25 15:25:55.164000+00:00,2025-12-25 15:25:54.890000+00:00,0.33,0.18,0.26,0.23,1.9660860535172948,-1.299281519376242,1.0843976398302917,4.852797141626181,5.2623617669546165
19,2025-12-25 15:25:57.802000+00:00,2025-12-25 15:25:58.491000+00:00,2025-12-25 15:25:58.146500+00:00,0.36,0.14,0.26,0.24,1.9271481732782705,-1.474675355843203,0.6308486408051684,-3.206403839371122,2.022755503939746
20,2025-12-25 15:26:03.617000+00:00,2025-12-25 15:26:04.080000+00:00,2025-12-25 15:26:03.848500+00:00,0.27,0.21,0.34,0.18,1.9573260391226586,2.35235498239485,1.9442682632895474,-2.280761132474572,4.434411486014637
