task_idx,start_utc,end_utc,mid_utc,p00,p01,p10,p11,Entropy,theta_q,radius,d2theta,kappa_H
0,2026-02-01 09:57:57.482000+00:00,2026-02-01 09:57:58.368000+00:00,2026-02-01 09:57:57.925000+00:00,0.25,0.24,0.25,0.26,1.9994227679976055,-2.43675994406984,2.109952384231867,,
1,2026-02-01 09:58:01.943000+00:00,2026-02-01 09:58:02.484000+00:00,2026-02-01 09:58:02.213500+00:00,0.28,0.26,0.17,0.29,1.9719993132825921,-1.651207228306633,1.3245426298122178,,
2,2026-02-01 09:58:07.662000+00:00,2026-02-01 09:58:08.240000+00:00,2026-02-01 09:58:07.951000+00:00,0.25,0.22,0.27,0.26,1.995883233930051,-2.6043899219876057,2.5552299365471574,-1.7387354094441796,4.4428687699463465
3,2026-02-01 09:58:15.882000+00:00,2026-02-01 09:58:16.618000+00:00,2026-02-01 09:58:16.250000+00:00,0.33,0.16,0.27,0.24,1.9549955046295924,-2.7352781368478154,0.808530156155395,0.8222944788207629,0.6648498833666706
4,2026-02-01 09:58:21.464000+00:00,2026-02-01 09:58:22.029000+00:00,2026-02-01 09:58:21.746500+00:00,0.31,0.21,0.24,0.24,1.9848866744252183,-1.4616495238373386,1.1531332795117308,1.4045168278706868,1.6195950958519383
5,2026-02-01 09:58:27.143000+00:00,2026-02-01 09:58:27.691000+00:00,2026-02-01 09:58:27.417000+00:00,0.33,0.18,0.26,0.23,1.9660860535172948,-1.6660039769589867,0.43562822906594134,-1.477983066132125,0.6438511456885877
6,2026-02-01 09:58:34.402000+00:00,2026-02-01 09:58:35.154000+00:00,2026-02-01 09:58:34.778000+00:00,0.33,0.18,0.28,0.21,1.9601735931674709,1.8668682448941571,0.4478803022078307,-2.545958632204795,1.1402847216005187
7,2026-02-01 09:58:45.043000+00:00,2026-02-01 09:58:45.603000+00:00,2026-02-01 09:58:45.323000+00:00,0.28,0.24,0.25,0.23,1.9960225140887555,-1.9224031994459316,0.8186526703752324,5.244226948165941,4.293200395169802
8,2026-02-01 09:58:54.581000+00:00,2026-02-01 09:58:55.378000+00:00,2026-02-01 09:58:54.979500+00:00,0.3,0.25,0.27,0.18,1.9764188378049292,1.1523303141837231,1.4960861863117008,0.5808196507901568,0.8689562562855395
9,2026-02-01 09:59:02.782000+00:00,2026-02-01 09:59:03.324000+00:00,2026-02-01 09:59:03.053000+00:00,0.23,0.26,0.26,0.25,1.998244239004577,-2.842368615961722,2.101556539458019,-0.7862471365955137,1.6523428115424443
10,2026-02-01 09:59:09.209000+00:00,2026-02-01 09:59:09.753000+00:00,2026-02-01 09:59:09.481000+00:00,0.31,0.17,0.28,0.24,1.9667362721933035,-2.7408104831167632,1.3216300852796796,-2.186928244189182,2.890310161868289
11,2026-02-01 09:59:16.761000+00:00,2026-02-01 09:59:17.483000+00:00,2026-02-01 09:59:17.122000+00:00,0.37,0.19,0.24,0.2,1.9444755977876154,0.4832351451666997,1.9614066252776747,-3.160697811741082,6.199413628449608
12,2026-02-01 09:59:23.102000+00:00,2026-02-01 09:59:23.612000+00:00,2026-02-01 09:59:23.357000+00:00,0.34,0.21,0.15,0.3,1.9336313969427836,-0.930335880592121,1.2287020914629112,1.6455686531373026,2.0219136457556095
13,2026-02-01 09:59:30.302000+00:00,2026-02-01 09:59:30.844000+00:00,2026-02-01 09:59:30.573000+00:00,0.33,0.19,0.2,0.28,1.9616549056788595,-1.4736414326448886,1.6564621059788571,0.8702654737060531,1.4415617793358164
14,2026-02-01 09:59:36.623000+00:00,2026-02-01 09:59:37.371000+00:00,2026-02-01 09:59:36.997000+00:00,0.24,0.3,0.28,0.18,1.9747521324835535,1.882435635590941,2.7190369151815883,-2.383802686890989,6.4816475041656565
15,2026-02-01 09:59:43.928000+00:00,2026-02-01 09:59:44.443000+00:00,2026-02-01 09:59:44.185500+00:00,0.35,0.17,0.25,0.23,1.9523551534950165,-0.34677948889881044,0.42839614209078286,0.6978931144540059,0.2989747178238173
16,2026-02-01 09:59:49.023000+00:00,2026-02-01 09:59:49.587000+00:00,2026-02-01 09:59:49.305000+00:00,0.31,0.22,0.24,0.23,1.9861701273885062,-1.1235172014873407,0.9528768994842461,1.4524774119012207,1.3840321728233376
17,2026-02-01 09:59:55.322000+00:00,2026-02-01 09:59:56.073000+00:00,2026-02-01 09:59:55.697500+00:00,0.31,0.23,0.21,0.25,1.9842853774345839,-1.10872712211426,1.4620198890687544,0.7915277919616104,1.1572293745985496
18,2026-02-01 10:00:02.522000+00:00,2026-02-01 10:00:03.057000+00:00,2026-02-01 10:00:02.789500+00:00,0.3,0.22,0.27,0.21,1.9845077706244116,-2.572322030805104,0.08584042578534662,-1.4783849880639242,0.12690519685007182
19,2026-02-01 10:00:08.781000+00:00,2026-02-01 10:00:09.313000+00:00,2026-02-01 10:00:09.047000+00:00,0.24,0.28,0.31,0.17,1.9667362721933035,2.012586190360326,3.483239375432323,-0.23468217732331276,0.8174542007647536
20,2026-02-01 10:00:14.608000+00:00,2026-02-01 10:00:15.411000+00:00,2026-02-01 10:00:15.009500+00:00,0.31,0.24,0.24,0.21,1.9848866744252183,-0.11477027648647142,0.9334892878180029,-0.42907938083263986,0.4005410056308506
21,2026-02-01 10:00:20.962000+00:00,2026-02-01 10:00:21.621000+00:00,2026-02-01 10:00:21.291500+00:00,0.29,0.35,0.22,0.14,1.9256880000693393,1.2156859480072926,5.9273024435302855,3.4578126913405605,20.495501614652937
22,2026-02-01 10:00:27.002000+00:00,2026-02-01 10:00:27.513000+00:00,2026-02-01 10:00:27.257500+00:00,0.34,0.16,0.22,0.28,1.946984489473708,-1.8772116598872286,1.336292313386246,-4.423353832388285,5.910893725608059
23,2026-02-01 10:00:33.982000+00:00,2026-02-01 10:00:34.729000+00:00,2026-02-01 10:00:34.355500+00:00,0.36,0.16,0.27,0.21,1.9364769048883286,1.2220805339156418,1.0403616553120236,6.19218980169739,6.442116832100128
24,2026-02-01 10:00:40.965000+00:00,2026-02-01 10:00:41.527000+00:00,2026-02-01 10:00:41.246000+00:00,0.27,0.26,0.16,0.31,1.9621213812542904,-2.070956952656168,1.4873520699375506,-0.10914437319509496,0.162336109393761
25,2026-02-01 10:00:47.082000+00:00,2026-02-01 10:00:47.655000+00:00,2026-02-01 10:00:47.368500+00:00,0.37,0.16,0.22,0.25,1.9343194409486522,-0.30593928522652625,0.8211451016832394,-1.2251301531781333,1.006009624206661
26,2026-02-01 10:00:52.163000+00:00,2026-02-01 10:00:52.902000+00:00,2026-02-01 10:00:52.532500+00:00,0.36,0.19,0.26,0.19,1.9463564074306696,0.7699426935919749,1.8188296119808582,-0.6891356886111399,1.2534203971187612
